participant,condition,column,window_index,window_start,window_end,perc_recur,perc_determ,maxl_found,mean_line_length,std_line_length,entropy,laminarity,trapping_time,vmax,divergence,trend_lower_diag,trend_upper_diag
402,H,avg_pupil_magnitude,0,0,3600,3.458961924871388,95.81339933871476,703.0,20.309514487079092,34.13467344798855,5.0979819722009525,0.9666332637567652,23.83811638765517,225.0,0.0014224751066856,-2.1807105239318236,-2.1807105239318236
402,H,avg_pupil_magnitude,1,1800,5400,1.066098489719097,93.36259982320244,1000.0,15.011563478679836,34.08807673390064,4.446485995497056,0.9279624829570142,12.430506773707975,98.0,0.001,-0.6239605825672212,-0.6239605825672212
402,H,avg_pupil_magnitude,2,3600,7200,2.10814135824171,95.4106682830732,867.0,21.217017691659645,40.28981044650481,5.049547385543287,0.9607516290347022,20.117404410598127,258.0,0.0011534025374855,-1.301971196340809,-1.301971196340809
402,H,center_face_magnitude,0,0,3600,0.3939786831416258,0.5838232312994122,5.0,4.114285714285714,0.3181579635902871,0.512709142030877,0.0234745590918305,4.257352941176471,9.0,0.2,-0.0818981863060722,-0.0818981863060722
402,H,center_face_magnitude,1,1800,5400,0.3905923672759852,0.3026213552529342,5.0,4.111111111111111,0.3142696805273545,0.5032583347756459,0.0154377785956733,4.265536723163842,7.0,0.2,0.0468609789916532,0.0468609789916532
402,H,center_face_magnitude,2,3600,7200,0.2262122891000083,0.0847337946617709,4.0,4.0,0.0,0.0,0.007131761050699,4.297872340425532,6.0,0.25,0.0082846961095331,0.0082846961095331
402,H,head_rotation_angle,0,0,3600,3.991747612128186,80.95381007831038,409.0,10.439444759791527,15.428084296080346,3.872137400595333,0.8845452035389731,13.017136295380269,169.0,0.0024449877750611,-1.495029646970714,-1.495029646970714
402,H,head_rotation_angle,1,1800,5400,5.110988898474576,90.19729789701006,687.0,13.119692699336303,24.97222736761724,4.290701884943384,0.9387260800130012,17.227817608259247,387.0,0.0014556040756914,3.925089867596302,3.925089867596302
402,H,head_rotation_angle,2,3600,7200,5.915750058581668,95.5383348408959,684.0,22.786643482740857,43.565499425615265,5.027505607124553,0.971557019616314,29.575949367088608,436.0,0.0014619883040935,-4.198342174599841,-4.198342174599841
402,H,mouth_dist,0,0,3600,59.62877352591035,97.79834419753908,2218.0,21.21251648664509,32.94598594461359,4.977401349637556,0.985485342564024,31.172109339253335,1091.0,0.0004508566275924,-11.922484533654725,-11.922484533654725
402,H,mouth_dist,1,1800,5400,15.322600096382216,56.84729012686731,93.0,6.253514827641568,3.270761407204919,2.8711257022455223,0.7429185734985979,7.533000369959304,97.0,0.010752688172043,2.634638093796977,2.634638093796977
402,H,mouth_dist,2,3600,7200,9.514844762176002,37.46835528038732,55.0,5.467930814836592,2.19483467849462,2.390929456713236,0.5701589454669989,6.316817319495592,71.0,0.0181818181818181,0.8578400889226118,0.8578400889226118
402,H,center_face_x,0,0,3600,0.7579756923218962,39.778306956356815,88.0,5.7148047229791095,3.2816772242085186,2.500224695990808,0.5675615872547574,6.406398667935299,55.0,0.0113636363636363,-0.3803858070290549,-0.3803858070290549
402,H,center_face_x,1,1800,5400,1.2969270301642477,60.07956252925093,239.0,7.637545013308283,9.545552343810629,3.164018613128457,0.7314087247826194,8.470403651404935,123.0,0.00418410041841,0.900730058449584,0.900730058449584
402,H,center_face_x,2,3600,7200,1.5174848106961578,47.64004968316456,199.0,6.405179733937164,7.0987432304382425,2.6741726056724073,0.6523546872697417,6.947480522392243,122.0,0.0050251256281407,-0.5944547930606578,-0.5944547930606578
402,H,center_face_y,0,0,3600,0.9112544048062684,55.154341005100875,76.0,6.374594813614262,3.7090927682136785,2.914536565603991,0.7064015144875458,7.476716141001855,45.0,0.0131578947368421,-0.5737119231119521,-0.5737119231119521
402,H,center_face_y,1,1800,5400,0.7984996703932646,50.21004200840168,138.0,6.124938994631528,3.941372178540035,2.7625206941435896,0.6458391678335668,7.110560510956943,48.0,0.0072463768115942,0.9094787020921538,0.9094787020921538
402,H,center_face_y,2,3600,7200,1.1187301443289352,49.18330049401753,159.0,5.930957300275482,3.6148824294701978,2.670209935866165,0.6527456523601474,6.890278824415976,73.0,0.0062893081761006,-0.6277050686544678,-0.6277050686544678
402,H,avg_pupil_x,0,0,3600,3.305331802250015,95.94113951577827,1525.0,22.838030599332797,41.99096048374309,5.299982988707735,0.9690885806794568,24.71450579245748,180.0,0.000655737704918,-1.8153609570252756,-1.8153609570252756
402,H,avg_pupil_x,1,1800,5400,1.207141740160636,94.8447196750162,1144.0,19.226663090128756,42.59324367907884,4.878308146397176,0.945608881478835,14.227055544495322,114.0,0.0008741258741258,-0.4950065821155264,-0.4950065821155264
402,H,avg_pupil_x,2,3600,7200,2.204507601720057,95.61563041162788,1288.0,21.4224025974026,41.39561058911525,5.157543290130828,0.9649561997782816,19.92318049218341,203.0,0.0007763975155279,-1.3444196230132277,-1.3444196230132277
402,H,avg_pupil_y,0,0,3600,2.0842614421137258,90.68015480706596,420.0,12.959912376779847,21.014779464978044,4.33387308020742,0.935582634019236,15.212398753894082,180.0,0.0023809523809523,-1.135022223910237,-1.135022223910237
402,H,avg_pupil_y,1,1800,5400,1.3227237288576887,85.11514448912558,357.0,10.895501623125677,16.791803235876543,3.994966256236409,0.8966778973300004,11.733112111874853,122.0,0.0028011204481792,-0.5384554407749996,-0.5384554407749996
402,H,avg_pupil_y,2,3600,7200,3.4456562592295077,90.6974480216953,424.0,11.987500765884445,17.645494770700456,4.234329806653914,0.9385995410611224,15.070899549666905,221.0,0.0023584905660377,-2.125740472366307,-2.125740472366307
