participant,condition,window_index,head_rotation_rad_min,head_rotation_rad_max,head_rotation_rad_rms,head_rotation_rad_mean,blink_aperture_min,blink_aperture_max,blink_aperture_rms,blink_aperture_mean,mouth_aperture_min,mouth_aperture_max,mouth_aperture_rms,mouth_aperture_mean,pupil_dx_min,pupil_dx_max,pupil_dx_rms,pupil_dx_mean,pupil_dy_min,pupil_dy_max,pupil_dy_rms,pupil_dy_mean,pupil_metric_min,pupil_metric_max,pupil_metric_rms,pupil_metric_mean,center_face_magnitude_min,center_face_magnitude_max,center_face_magnitude_rms,center_face_magnitude_mean,center_face_x_min,center_face_x_max,center_face_x_rms,center_face_x_mean,center_face_y_min,center_face_y_max,center_face_y_rms,center_face_y_mean
402,L,11,-0.359562498,0.206467819,0.141931981,-0.091110513,0.04434372,0.236689237,0.187379679,0.185574363,2.8e-05,0.113996171,0.019185184,0.014956362,-0.021246013,0.010636081,0.005948494,-0.003570331,-0.050128829,0.015084354,0.030064056,-0.028615746,0.024367487,0.070501198,0.051757831,0.051302935,0.017182603,0.63388983,0.201951921,0.166903718,0.003943053,0.5623308,0.184191971,0.137674837,0.007810487,0.296262806,0.082812417,0.07045288
402,L,12,-0.235323946,0.225783571,0.14407158,-0.062175392,0.04434372,0.226187834,0.189524327,0.188419891,1.51e-05,0.069185541,0.015575084,0.013092588,-0.020496605,0.007041082,0.006127476,-0.004301527,-0.048372236,0.015084354,0.027566763,-0.026106756,0.029564037,0.065524928,0.05044349,0.050073576,0.018368828,0.565978581,0.17633875,0.143176706,0.003943053,0.4155382,0.156215376,0.109734295,0.006284175,0.398591709,0.081805324,0.066815509
402,L,13,-0.384099407,0.225783571,0.134023716,-0.01595534,0.039789301,0.226187834,0.186466326,0.183867358,5.03e-06,0.079530283,0.016394582,0.012875696,-0.020496605,0.014946313,0.00739484,-0.005305142,-0.079730295,0.012870684,0.024398272,-0.022584131,0.024332328,0.103103681,0.047651339,0.047182472,0.018923766,0.565978581,0.206051919,0.175542477,0.004158744,0.4155382,0.181883,0.143230601,0.006284175,0.398591709,0.096829581,0.073161941
402,L,14,-0.504676191,0.370558787,0.200659227,-0.07884159,0.027347155,0.219366854,0.178624527,0.17505297,5.03e-06,0.2673569,0.039354227,0.020949756,-0.020410465,0.014946313,0.006799257,-0.003794258,-0.079730295,0.02057826,0.022902296,-0.020587567,0.014897558,0.103103681,0.045180205,0.044595534,0.018923766,0.484765498,0.204780153,0.181339008,0.004158744,0.370435122,0.164214764,0.134823061,0.008647962,0.341241669,0.122345504,0.097289734
402,M,0,-0.490692074,0.500377006,0.191749449,-0.002298096,0.042857264,0.22354172,0.179051022,0.176278806,8e-08,0.231911705,0.042089578,0.021057461,-0.036385215,0.017853,0.00580946,-0.001730372,-0.049033485,0.027973603,0.02375894,-0.021560246,0.022336463,0.066078535,0.045618156,0.045085128,0.038428162,0.683365583,0.330684199,0.291287132,0.009202676,0.681034581,0.311010065,0.261312805,0.008037307,0.406907319,0.112360041,0.094833024
402,M,1,-0.420187246,0.500377006,0.198227105,-0.005879792,0.065701983,0.226068524,0.182523819,0.181003088,8e-08,0.235583404,0.048380925,0.024017909,-0.019010117,0.017853,0.005956265,-0.001476074,-0.046556315,0.050702711,0.024372915,-0.022470765,0.024708207,0.0654261,0.046043581,0.045518082,0.029078189,0.683365583,0.304171598,0.26121071,0.00555682,0.681034581,0.276127223,0.221689563,0.008037307,0.447562743,0.127570051,0.102504899
402,M,2,-0.420187246,0.425227363,0.15189803,-0.039119242,0.041634993,0.226068524,0.188638997,0.187386995,1.17e-07,0.235583404,0.033284401,0.01292704,-0.019010117,0.015954649,0.005468225,-0.001323416,-0.046396389,0.050702711,0.023417231,-0.021850667,0.024708207,0.065395183,0.04497546,0.044516438,0.029078189,0.48781384,0.162001773,0.140488033,0.003271454,0.411754628,0.117358459,0.097262997,0.010159192,0.447562743,0.111676168,0.081124731
402,M,3,-0.203003247,0.099805956,0.045220385,0.000754864,0.041634993,0.220962872,0.196401104,0.195302158,1.17e-07,0.038885227,0.009641587,0.007110008,-0.019288448,0.010565249,0.004895162,-0.001332337,-0.043955562,0.007274364,0.01991165,-0.01890017,0.03009664,0.064800555,0.043025043,0.042727402,0.025654767,0.226303742,0.098328927,0.087590554,0.003271454,0.216126273,0.084476433,0.068743611,0.006060619,0.186030506,0.050322064,0.040777947
402,M,4,-0.259670032,0.304985667,0.075728512,0.012341127,0.071873275,0.224614403,0.197054685,0.195806287,4.87e-06,0.04773496,0.014317571,0.01156133,-0.019288448,0.011406195,0.005328172,-0.002057129,-0.044804216,0.01579292,0.021291715,-0.019989991,0.028422199,0.062857314,0.044937909,0.044592691,0.018181399,0.349994205,0.109524715,0.093629293,0.003314918,0.343154791,0.076803553,0.061637645,0.006060619,0.19585771,0.078082505,0.06180015
402,M,5,-0.440832265,0.304985667,0.112622514,-0.022017634,0.058346238,0.233799178,0.189148726,0.186690288,2.29e-07,0.076072869,0.015987712,0.012359044,-0.019287618,0.018768462,0.005855968,-0.00243943,-0.049692674,0.025233233,0.024117643,-0.022292842,0.024743503,0.069449212,0.046555981,0.046147921,0.014460451,0.569302441,0.166855991,0.148842321,0.00436841,0.5623118,0.132179664,0.103963233,0.007088756,0.228961626,0.101830536,0.087515522
