participant,condition,window_index,head_rotation_rad_min,head_rotation_rad_max,head_rotation_rad_rms,head_rotation_rad_mean,head_tx_min,head_tx_max,head_tx_rms,head_tx_mean,head_ty_min,head_ty_max,head_ty_rms,head_ty_mean,head_scalex_min,head_scalex_max,head_scalex_rms,head_scalex_mean,head_scaley_min,head_scaley_max,head_scaley_rms,head_scaley_mean,head_motion_mag_min,head_motion_mag_max,head_motion_mag_rms,head_motion_mag_mean,blink_aperture_min,blink_aperture_max,blink_aperture_rms,blink_aperture_mean,mouth_aperture_min,mouth_aperture_max,mouth_aperture_rms,mouth_aperture_mean,pupil_dx_min,pupil_dx_max,pupil_dx_rms,pupil_dx_mean,pupil_dy_min,pupil_dy_max,pupil_dy_rms,pupil_dy_mean,pupil_metric_min,pupil_metric_max,pupil_metric_rms,pupil_metric_mean
450,M,0,-0.049778907,0.082584033,0.040418621,0.033257808,-0.120487324,-0.018512777,0.049668638,-0.047269935,-0.174653668,-0.052459137,0.091653363,-0.08939021,1.023484738,1.109702616,1.050352285,1.050302602,1.001429708,1.207811335,1.050850389,1.050212824,0.091779251,0.278941866,0.131768448,0.126637071,0.001241571,0.018534359,0.01517972,0.014787935,1.38e-08,0.010163152,0.00101425,0.000541126,-0.001345074,0.001014902,0.000550278,-0.000354587,-0.003346151,0.002280487,0.001887425,-0.001597437,0.002189654,0.005389545,0.003896075,0.0038493
450,M,1,-0.037540672,0.069690395,0.037021389,0.029882469,-0.120487324,-0.018512777,0.056427331,-0.053441481,-0.165019007,-0.0552966,0.098155044,-0.095255335,1.023484738,1.109702616,1.05004869,1.049984605,1.001429708,1.168869064,1.056690788,1.055786523,0.091779251,0.259000322,0.14308694,0.136183384,0.001530603,0.018534359,0.014306235,0.013687643,1.11e-07,0.010163152,0.001108139,0.000687213,-0.001383741,0.001014902,0.000583974,-0.000404014,-0.003453923,0.001731469,0.001849932,-0.001539532,0.002095212,0.005475293,0.003860489,0.003815256
450,M,2,-0.066184087,0.068722564,0.036656973,0.027164462,-0.143164891,-0.031668242,0.062730507,-0.059593415,-0.160478082,-0.05425276,0.098811232,-0.095991457,1.022067671,1.124099447,1.051502132,1.051427523,0.997651131,1.173698893,1.057192759,1.056157053,0.095518449,0.270178768,0.147793391,0.140440754,0.001530603,0.017932006,0.014072104,0.013402227,4.11e-07,0.009037153,0.001099978,0.000729439,-0.001510735,0.001137701,0.000609401,-0.000432725,-0.003550676,0.001547372,0.001886492,-0.001552713,0.002095212,0.005528431,0.003908237,0.003863145
451,H,0,-0.278032188,0.10097529,0.050502479,0.003027609,0.013807677,0.075881554,0.049387374,0.048566692,-0.00361472,0.168951302,0.082558443,0.079503554,0.871330393,0.982800107,0.94064667,0.940488443,0.892486921,1.149784305,0.960671143,0.960250379,0.068579626,0.213194724,0.124428975,0.122238869,0.001046826,0.017303091,0.012820296,0.012285862,2.34e-08,0.02551133,0.005421597,0.002856471,-0.001543287,0.001554716,0.000449656,-0.000176389,-0.004796441,0.002381344,0.00237587,-0.002001806,0.001731279,0.005839169,0.004082822,0.004007603
451,H,1,-0.074265965,0.10097529,0.03353876,0.009049117,0.025329258,0.072819294,0.046657277,0.045938174,0.034455192,0.117916965,0.081091384,0.079456787,0.921225205,0.985736133,0.948708855,0.948658675,0.901942083,1.034556539,0.960418203,0.960167063,0.068579626,0.153349846,0.116416731,0.115196966,0.001278024,0.017303091,0.013225931,0.012822784,2.34e-08,0.02551133,0.006041267,0.003294761,-0.001543287,0.001554716,0.000425207,-0.000172661,-0.004796441,0.001487156,0.002410314,-0.002098522,0.002089751,0.005839169,0.004150724,0.004086801
451,H,2,-0.084053113,0.145698641,0.037276283,-0.018280163,0.018326397,0.075753968,0.040537625,0.040086552,0.009817526,0.118437829,0.091035759,0.089263568,0.923988768,0.989434209,0.951624959,0.951582796,0.904789059,1.062674684,0.962930168,0.962666818,0.065287544,0.151723126,0.119399131,0.11844212,0.001278024,0.016781307,0.013047469,0.012676107,4.44e-07,0.02407579,0.005235189,0.00276153,-0.001255107,0.001033036,0.000402895,-0.000219522,-0.004980424,0.001487156,0.002159182,-0.001820218,0.002081804,0.005793682,0.004004495,0.003937985
451,L,0,-0.035280811,0.138903449,0.034506215,0.010116694,0.032624896,0.095991052,0.053723584,0.05281735,0.006150835,0.100225394,0.077194834,0.075032117,0.853596399,0.996168374,0.944118533,0.943961428,0.87593831,1.041422785,0.966854665,0.966583347,0.06462303,0.197231536,0.117997727,0.116992661,0.001758787,0.016810994,0.011997487,0.011619189,2.99e-08,0.019183196,0.003385801,0.001412243,-0.00149695,0.001109118,0.000542267,-0.000343769,-0.004530698,0.001729601,0.00221373,-0.001923954,0.001663855,0.005938202,0.004280113,0.004207817
451,L,1,-0.047917449,0.0566452,0.024825053,-0.015838121,0.032189902,0.074522082,0.046534086,0.046357812,0.028203213,0.105628807,0.089296653,0.088494522,0.88933429,0.979369563,0.948853452,0.948808544,0.914732735,1.027264099,0.96806762,0.967925466,0.070763796,0.14427883,0.118949917,0.118515149,0.002565168,0.016420592,0.012635564,0.01246577,1.08e-06,0.019183196,0.003250494,0.0014366,-0.00149695,0.000600507,0.000617231,-0.00053905,-0.004517395,0.001048966,0.002262349,-0.002118429,0.00185502,0.005794683,0.004597366,0.004563134
451,L,2,-0.053181718,0.046369643,0.028716522,-0.024982315,0.032189902,0.064961335,0.044741576,0.044585223,0.045780324,0.105628807,0.090811483,0.090069829,0.896157009,0.974644578,0.948098196,0.948044681,0.911606729,1.027264099,0.960366239,0.960147928,0.081293772,0.15441188,0.122706221,0.12224742,0.002516637,0.015317871,0.012538835,0.012353476,1.08e-06,0.00274165,0.000805214,0.000646161,-0.001508799,0.001196651,0.0006389,-0.000516251,-0.004534873,0.001477964,0.002075915,-0.001882431,0.001794118,0.005794683,0.004441177,0.004391661
451,M,0,-0.053714382,0.06604015,0.032195246,0.018339465,0.047480257,0.086736967,0.064688663,0.064185285,0.033866957,0.092437532,0.071925688,0.070601202,0.897204524,0.98209161,0.944487266,0.944413019,0.91853732,1.047153822,0.972245937,0.972002069,0.086345898,0.15658066,0.117669497,0.116989305,0.000918714,0.016495962,0.012375411,0.011906919,8.39e-08,0.023918692,0.003284945,0.001438221,-0.001427482,0.00098275,0.000548294,-0.000333407,-0.00495715,0.000860549,0.002539227,-0.002190237,0.0016669,0.005807716,0.004283488,0.004187971
