participant,condition,window_index,head_rotation_rad_min,head_rotation_rad_max,head_rotation_rad_rms,blink_aperture_min,blink_aperture_max,blink_aperture_rms,mouth_aperture_min,mouth_aperture_max,mouth_aperture_rms,pupil_dx_min,pupil_dx_max,pupil_dx_rms,pupil_dy_min,pupil_dy_max,pupil_dy_rms,pupil_metric_min,pupil_metric_max,pupil_metric_rms,center_face_magnitude_min,center_face_magnitude_max,center_face_magnitude_rms,center_face_x_min,center_face_x_max,center_face_x_rms,center_face_y_min,center_face_y_max,center_face_y_rms,head_rotation_rad_vel_min,head_rotation_rad_vel_max,head_rotation_rad_vel_rms,head_rotation_rad_acc_min,head_rotation_rad_acc_max,head_rotation_rad_acc_rms,blink_aperture_vel_min,blink_aperture_vel_max,blink_aperture_vel_rms,blink_aperture_acc_min,blink_aperture_acc_max,blink_aperture_acc_rms,mouth_aperture_vel_min,mouth_aperture_vel_max,mouth_aperture_vel_rms,mouth_aperture_acc_min,mouth_aperture_acc_max,mouth_aperture_acc_rms,pupil_dx_vel_min,pupil_dx_vel_max,pupil_dx_vel_rms,pupil_dx_acc_min,pupil_dx_acc_max,pupil_dx_acc_rms,pupil_dy_vel_min,pupil_dy_vel_max,pupil_dy_vel_rms,pupil_dy_acc_min,pupil_dy_acc_max,pupil_dy_acc_rms,pupil_metric_vel_min,pupil_metric_vel_max,pupil_metric_vel_rms,pupil_metric_acc_min,pupil_metric_acc_max,pupil_metric_acc_rms,center_face_magnitude_vel_min,center_face_magnitude_vel_max,center_face_magnitude_vel_rms,center_face_magnitude_acc_min,center_face_magnitude_acc_max,center_face_magnitude_acc_rms,center_face_x_vel_min,center_face_x_vel_max,center_face_x_vel_rms,center_face_x_acc_min,center_face_x_acc_max,center_face_x_acc_rms,center_face_y_vel_min,center_face_y_vel_max,center_face_y_vel_rms,center_face_y_acc_min,center_face_y_acc_max,center_face_y_acc_rms
413,L,2,-2.702816371,1.171059965,0.901785064,-30.42348327,17.04355959,9.262827737,-12.26037424,9.263085453,5.57659342,-28.02018934,25.26278162,8.389749183,-19.33462912,31.38371557,8.709318625,-27.79330368,21.14803788,9.971258162,-12.80748583,14.25028763,5.408246233,-16.79095308,12.33753865,8.322854045,-10.41595062,15.00882153,5.050219001,-3.145873741,2.628094617,0.433283287,-1.557721997,1.73487496,0.22116676,-10.78680033,8.405378042,1.575164533,-3.923126387,5.587706365,0.701878195,-3.875690179,4.837176697,0.900602222,-2.46528843,2.835901095,0.535010518,-7.939771549,6.678674601,1.692532054,-3.739919961,3.522740081,0.999414347,-10.72879194,11.30701717,1.928148047,-5.252945928,5.325192749,1.047046974,-13.08031518,10.9144071,1.814182378,-5.342097219,6.331433757,1.08768916,-1.413343286,1.166681047,0.155877482,-0.314709746,0.220405765,0.027592223,-0.748094631,0.899898307,0.171926186,-0.17294589,0.613033472,0.030042921,-1.49069471,1.568966298,0.176319497,-0.3248028,0.808986264,0.03754345
413,M,0,-1.667596391,7.226811224,1.243299184,-35.34439085,17.27808634,14.1102482,-12.50099807,68.84133225,9.871564617,-49.51718568,83.66786594,12.18820507,-51.43863176,32.69046077,12.42140668,-47.23398312,87.87085075,12.90592442,-10.91801854,81.81591379,18.51607471,-8.985612021,97.39948714,19.0171862,-10.98488883,73.40371627,16.81301384,-17.66374688,13.54760297,0.957232433,-8.178871167,6.090826766,0.463258032,-12.221356,9.367764972,2.046743333,-4.292001863,6.142114664,0.915607591,-11.5744152,10.31049933,1.260332735,-6.420294991,4.70412028,0.659710846,-29.78343627,24.57409081,3.044639386,-20.27455781,17.93495943,1.866891111,-25.89630999,30.15886159,2.802301227,-16.93182605,20.14364835,1.633053175,-50.17999931,41.46622866,3.244309041,-34.19277181,25.66828183,2.024589557,-2.299303786,2.506712013,0.39891244,-0.572834948,0.610696081,0.073865216,-3.165071978,3.074520076,0.407353477,-0.585816938,1.898637607,0.081916958,-2.791905636,3.118321328,0.508469035,-0.804227605,2.103579518,0.118303145
413,M,1,-1.481102823,1.96828554,0.619899333,-29.90329051,15.66779155,11.16013996,-8.690514641,68.84133225,10.55818245,-41.43667868,34.04281895,13.4140347,-29.80969587,31.41866342,11.25430051,-37.93102422,26.99708626,10.7308239,-10.91801854,16.79320116,6.319181246,-8.985612021,8.57919719,6.04113333,-10.20027231,25.01992566,6.868048489,-2.480026289,2.76994056,0.493651645,-1.615771185,1.288162915,0.276941137,-10.72341875,8.573875085,1.811729327,-4.292001863,5.246118424,0.800661417,-11.5744152,10.31049933,1.16607347,-6.420294991,4.70412028,0.607957115,-8.861762291,10.59065135,2.330485885,-5.955637488,5.887693094,1.359840761,-10.69696168,13.07482025,2.113072136,-7.058660323,5.816804227,1.182800594,-14.20830107,11.27732708,2.213232861,-8.522986763,9.283004924,1.35265486,-1.976335315,2.506712013,0.266142295,-0.572834948,0.735633426,0.059353694,-0.746568561,1.106987502,0.127463108,-0.211658922,0.233266744,0.027998855,-2.791905636,3.118321328,0.385477999,-0.73211808,2.103579518,0.101324585
413,M,2,-1.629482083,1.490823053,0.781326587,-32.44057058,17.24077134,10.96781282,-8.690514641,95.75565845,12.39712182,-41.43667868,33.08035657,13.01165062,-24.21923704,32.60464834,11.1624389,-37.93102422,24.82310011,10.7252705,-11.24575902,19.30179271,5.867007291,-8.939554797,18.47303329,6.170928562,-10.6361267,29.19934325,7.158847178,-2.147104763,2.30955348,0.479790686,-1.383998938,1.250684505,0.26179458,-11.4654836,9.28377447,1.804310327,-4.244776656,4.851141168,0.822098804,-10.17828068,11.05224382,1.203011123,-4.179873859,3.295387494,0.569394953,-10.47554365,10.59065135,2.344577032,-6.287926646,5.887693094,1.385074027,-10.21438425,11.63654472,2.039962183,-5.468847861,4.612820358,1.134957484,-14.20830107,11.40452591,2.242958978,-8.522986763,9.283004924,1.373407953,-1.86309766,2.39867062,0.277253789,-0.465414244,1.146639689,0.06350639,-0.673483763,0.623859054,0.137220509,-0.173767847,0.345391485,0.028883849,-2.553012279,3.241686192,0.409644977,-0.615393729,2.709940981,0.114864837
414,H,0,-2.190297459,4.265971178,1.067393627,-42.81892309,10.56367159,14.38258633,-8.643202265,99.02369527,8.235141767,-42.71832804,30.55145878,11.5958375,-33.6155963,54.30134883,14.59647391,-35.09810318,35.3477484,12.25027913,-21.55467618,54.66390168,15.01841472,-19.71303319,40.6914366,13.01112876,-15.661537,58.39425574,15.06307516,-10.65325024,13.66273614,1.950893647,-7.995265461,6.344890375,1.058743035,-13.4725412,13.21358708,1.823756643,-5.680911959,6.228649195,0.836077475,-14.00915876,14.00355305,1.948426026,-8.18423576,5.430487289,1.149296028,-11.58902532,9.80363764,2.391467239,-6.387157668,5.888732146,1.388646229,-20.15335996,19.99201429,3.273126787,-11.08744271,11.91665941,1.85625512,-16.80722655,14.93438773,2.790920385,-11.48700094,9.448940044,1.788151968,-4.140022974,3.774095557,0.668866774,-1.215340522,1.580778989,0.263684863,-3.35850969,3.184419732,0.7073513,-1.24948312,1.611863366,0.272965403,-3.900986394,4.042456155,0.700790132,-1.767263512,2.591359324,0.288935316
414,H,1,-2.531987143,3.522801686,0.936185675,-42.81892309,9.801077167,11.88222127,-8.73536846,101.9269135,15.19160536,-32.14508431,30.55145878,11.46358623,-29.16358485,51.18418476,11.41444513,-32.5471622,35.35001101,10.83874434,-21.24409859,27.0909411,11.14665076,-18.69077915,40.6914366,13.76267651,-15.661537,30.50129139,10.37178326,-10.91589643,12.81195025,1.882024726,-7.995265461,6.344890375,1.043222075,-13.4725412,10.59441682,1.478608823,-5.680911959,5.442178286,0.680424782,-26.94829279,26.58004578,3.192374918,-13.1286975,10.65467564,1.612208558,-12.40158509,9.422970727,2.286623353,-5.969439125,6.374150441,1.343753646,-16.49454479,19.09899023,2.746082862,-10.67076432,10.02874377,1.609245647,-11.76699078,15.53981068,2.414667011,-9.061655179,8.001095982,1.530333021,-3.732356634,4.071922276,0.647860522,-1.563606043,1.495413081,0.259361125,-2.188592124,3.833192302,0.6752025,-1.353498899,1.999317812,0.256388405,-4.434627778,4.042456155,0.676969374,-1.472886376,2.410652266,0.285731592
414,H,2,-2.582923062,3.208743223,0.940836416,-42.69748007,10.55391461,10.93906226,-8.73536846,121.9981628,15.76861187,-36.18558159,26.82838403,12.66103851,-38.4760444,40.41075526,10.33083803,-32.5471622,35.35001101,12.21142374,-19.97745925,32.61606582,9.368600907,-18.83994568,37.02731703,11.83645442,-15.32041307,30.1818798,9.436263817,-11.49882409,15.43309079,1.995090168,-8.857026913,6.384598876,1.117618668,-13.69308428,11.91182187,1.345714548,-5.218203605,6.717171907,0.647261691,-26.94829279,27.53777926,3.521114599,-14.14865195,11.42479312,1.756618383,-12.40158509,10.54125832,2.298680253,-7.598287281,6.428953335,1.33124703,-19.49188089,14.37725802,2.542262379,-10.67076432,11.42845949,1.504799709,-11.59797173,17.61759149,2.40909193,-10.52942005,7.892979429,1.473078126,-3.985817947,4.179518704,0.682823701,-1.563606043,1.482630275,0.254669507,-3.499227072,3.833192302,0.717510856,-1.353498899,1.999317812,0.26248628,-4.434627778,6.157109181,0.717179822,-1.472886376,2.410652266,0.292658896
414,L,0,-2.907015924,4.313943128,0.859802884,-43.88664178,10.866232,14.61062307,-11.9778198,22.63636255,6.848420665,-30.92423438,26.02176463,11.26879338,-34.08211004,50.98277132,13.17357721,-43.3068876,38.61036258,12.49094996,-20.62255206,32.27489208,12.73897047,-15.94222772,23.30993278,10.09346689,-17.90073775,30.64061469,12.60167226,-20.94569272,18.59125096,2.287941643,-12.20298777,9.709095568,1.318256795,-13.94092843,12.57390824,1.461958015,-5.170780659,6.210457805,0.679180155,-9.390470842,10.46260463,2.263825523,-6.297843753,5.467828049,1.477877003,-8.634011713,7.729539996,1.81751728,-4.532910016,4.75153069,1.000095702,-15.04326568,17.86878,2.724579672,-7.187183802,8.550840197,1.53218783,-12.57592426,14.56101659,2.658218296,-8.542450994,7.892481293,1.598547993,-2.390191207,2.642064873,0.452467257,-0.800850498,0.750902611,0.164358191,-3.057717512,3.654679352,0.59148796,-1.527628652,1.202010284,0.241762777,-2.607033947,2.294704822,0.441853436,-0.757573537,0.765770889,0.162192411
414,L,1,-2.226633069,4.37017621,0.883938078,-42.11675939,10.866232,9.586500992,-11.57469229,154.488114,12.85260859,-30.92423438,26.71446339,12.97418903,-34.08211004,46.06270636,10.94880049,-35.37214712,37.45447383,12.21253488,-20.62255206,18.96825646,10.1988219,-16.42590438,27.67490553,9.856184956,-17.90073775,19.70707937,9.982046453,-20.94569272,16.37844792,2.086508019,-12.20298777,9.709095568,1.214176696,-12.64001519,9.091746487,1.205550638,-5.006847746,5.609805753,0.564645184,-36.94407662,40.11959128,3.61484081,-20.85446002,15.3093072,1.96532167,-8.918911746,9.87916078,1.938903643,-6.170790002,6.480957409,1.074133653,-15.96136141,18.84930848,2.425836666,-12.59285945,11.21265372,1.471418695,-12.57592426,14.56101659,2.518234362,-9.014442199,7.892481293,1.539849607,-2.776933977,2.377813536,0.426641486,-0.800850498,1.058921725,0.161716502,-2.807725657,2.884490846,0.553412149,-1.110755611,1.608514737,0.235513498,-3.079416943,2.828495306,0.453484871,-1.158386984,1.286248382,0.17173521
414,L,2,-1.552952279,4.701434727,1.055765495,-43.97640396,11.06318599,10.48513192,-11.60008724,180.7701513,16.4004172,-29.2943151,32.28873574,13.13499852,-33.29531877,48.18241529,12.13859831,-35.37214712,37.45447383,12.13909136,-19.71762785,31.98914815,11.72927222,-16.52390095,57.45637531,12.99251677,-17.80563563,28.69593473,11.71357065,-15.61064715,18.21256431,2.123107816,-11.09819538,7.516369668,1.22105501,-14.43685569,10.02048826,1.335802712,-5.449233168,5.717403024,0.632326722,-47.87384017,40.11959128,4.122898839,-20.85446002,17.93998857,2.103977824,-8.918911746,9.87916078,2.015281126,-6.170790002,6.480957409,1.121195499,-15.96136141,18.84930848,2.468849309,-12.59285945,11.21265372,1.446113197,-13.15916958,15.41471809,2.568808749,-9.014442199,7.727743764,1.553094016,-2.930934371,2.049443673,0.463536887,-0.779945081,1.058921725,0.173243277,-2.755915628,2.937019229,0.617266721,-1.4648955,1.608514737,0.26284444,-3.079416943,2.828495306,0.505339603,-1.158386984,1.286248382,0.19150493
