source,participant,condition,window_index,t_start_frame,t_end_frame,head_rotation_rad_mean_abs_vel,head_rotation_rad_mean_abs_acc,head_rotation_rad_rms,blink_aperture_mean_abs_vel,blink_aperture_mean_abs_acc,blink_aperture_rms,mouth_aperture_mean_abs_vel,mouth_aperture_mean_abs_acc,mouth_aperture_rms,pupil_dx_mean_abs_vel,pupil_dx_mean_abs_acc,pupil_dx_rms,pupil_dy_mean_abs_vel,pupil_dy_mean_abs_acc,pupil_dy_rms,pupil_metric_mean_abs_vel,pupil_metric_mean_abs_acc,pupil_metric_rms,center_face_magnitude_mean_abs_vel,center_face_magnitude_mean_abs_acc,center_face_magnitude_rms,center_face_x_mean_abs_vel,center_face_x_mean_abs_acc,center_face_x_rms,center_face_y_mean_abs_vel,center_face_y_mean_abs_acc,center_face_y_rms
original,402,H,10,18000,21600,0.28380525332908046,9.569257257347628,0.1874956326213343,0.17819089871733532,6.128149809821095,0.035861272746728866,0.2031241443405102,7.9929326635049165,0.03584401444056912,0.05883667481656494,2.3122473008564963,0.005383878623522194,0.11380225876246829,4.430561105590438,0.01297695798284739,0.080165039989606,3.277115484681976,0.007899046092953244,0.19712037442168504,4.086950817162649,0.13748018036522783,0.18446631920467604,3.2728641251642814,0.14097873071617367,0.17629484332571532,4.579668924640822,0.09011878188580331
original,402,H,11,19800,23400,0.2689072863644482,8.900687370906962,0.18004024642430044,0.1632259196098689,5.954619133750851,0.03083373255346123,0.18014398978732846,7.621384597014592,0.035871498624985274,0.057671223889327015,2.3089210728567027,0.005669399994479627,0.10652857354903297,4.13735339100922,0.012550206559546435,0.07845932495485308,3.1928213573341147,0.008554641279857606,0.17536041722057125,3.6868224601100805,0.1469038122257077,0.17219735254095425,3.049665992446413,0.14605834508622487,0.15149567630541405,4.187737639106271,0.08588652719570547
original,402,H,12,21600,25200,0.263983873918909,8.763593317249388,0.14686156115824286,0.17084049597566636,6.133725065443712,0.032488619872274326,0.17327489473842037,7.2577637693577675,0.03253666005501074,0.058118866478116656,2.3372614514880605,0.00528378046238756,0.10952376461735965,4.264313951073573,0.012511150156974819,0.08349736182130783,3.4628238677807173,0.008394222288091368,0.17727996398338747,3.5297378785105806,0.10183554227523538,0.1570720396241013,2.649137027818325,0.09442980788068593,0.1529110751580924,4.224871866669736,0.05914913288663819
original,402,H,13,23400,27000,0.258115457987862,9.065040910138107,0.14893811987541863,0.18187086264309413,6.534717617497357,0.03786138935401389,0.18605514102115903,7.491378423722252,0.032862060762300103,0.06083401713054731,2.4519363576803936,0.0053382483859406435,0.11695851984644351,4.6057582275292495,0.013051300748486218,0.09099703152436422,3.8688690535042176,0.008694906125980702,0.17126368453834362,3.672194871270148,0.1037811345840197,0.13537219078751825,2.3659819013725234,0.08379536236658673,0.16054666688886468,4.220517375463402,0.08099425721084477
original,402,H,14,25200,28800,0.2668205412675315,9.514988061058043,0.15625939084451232,0.1786154041541,6.6651418714677915,0.0327442845800157,0.19807654453218373,8.051733322478476,0.03839140946217542,0.06451618342109183,2.554924230861184,0.005868531307135192,0.11650756764921269,4.617061706688042,0.011768669749972373,0.09302549371413099,3.8684218353011945,0.008896333654554086,0.16584631885099246,3.8503878965578275,0.15389679640341444,0.14629356376789499,2.6101200504082915,0.1615048463176843,0.1522548899757268,4.125237171843238,0.0739989719817404
original,402,L,0,0,3600,0.27261387122477976,8.939930449125935,0.16905204210454694,0.1822620530655554,6.483540382777256,0.04141842995215272,0.1414242045556627,6.076424596057455,0.03469755716823131,0.06093744560383902,2.3762379277083925,0.007085827024550882,0.10556116887010615,4.005777396144688,0.01254835504316325,0.08188738308057854,3.3438208548316384,0.009452773144600041,0.207679023450441,4.487099110663358,0.17896712332406267,0.18883470173457978,3.119365249561434,0.15371947868119779,0.19625225831003723,4.84416760539829,0.12567279236458267
original,402,L,1,1800,5400,0.29231371893904445,9.849833480911435,0.1586312585822085,0.17528918165681542,6.2002875088874925,0.036332443767961985,0.19322322739062686,7.5830482321762585,0.041009217763013854,0.060796441794137006,2.4283395653207593,0.005787804807244126,0.10298826918666679,3.9206899541828863,0.010892380685196698,0.07786444779084348,3.1168150442088547,0.007760802595941442,0.19915238648340733,4.5652180406989205,0.1325587749145118,0.17421600692569067,3.0813783260663596,0.09992102565277278,0.2010873181599327,5.44284568310067,0.11653029159147538
original,402,L,2,3600,7200,0.2883738257860781,9.72677565597031,0.14282882668859356,0.16931628829511408,5.8378242985751,0.0325793016331224,0.21865793856050794,8.297064312434644,0.03790901351289358,0.06107775068344246,2.433405859974746,0.005327609906497747,0.09882717740653464,3.764081064378142,0.009273883886587881,0.07714345462983267,3.0884044912837667,0.006800467741025161,0.20670338039323066,4.565416645135123,0.10981997748695348,0.1823405365237899,3.030953578457596,0.10154804730685063,0.19969052643923904,5.419517036403662,0.07975963265967984
original,402,L,3,5400,9000,0.26781877167847784,9.190978719642725,0.12816232635595423,0.16847776178838747,5.908958927853832,0.037279610901777505,0.20545407945210917,7.893900498982444,0.03680392258822688,0.05769094252182436,2.2438757822020916,0.00504225364362391,0.09861720954775949,3.762447900332201,0.009910735292308058,0.07623572382038725,3.1001860290953216,0.007189473820927412,0.19470693471157965,4.330252645698039,0.1147814553782018,0.15571278564988358,2.4894670330121547,0.10374852590183076,0.18516636519442198,4.867641755046804,0.08061320175398973
original,402,L,4,7200,10800,0.2501649251887745,8.825295406481072,0.1205254854091981,0.1677218287289389,5.991401492212555,0.03992691947556381,0.16312216927905884,6.841305570890374,0.02455430745678537,0.05652400973453745,2.199297564557335,0.005325656286764232,0.10540172488401098,4.102488621468664,0.011083530868795327,0.08057421021082942,3.312647412019104,0.00880779107847603,0.1821539523827942,4.300292164658843,0.09912016567019356,0.14041256653960632,2.474431209116152,0.08371128403714828,0.18052312960160122,4.720085373840664,0.08134842388985916
original,402,L,5,9000,12600,0.21776646295330263,7.87509557158678,0.09415608707189671,0.15337972212506018,5.575089379633228,0.0345267557895092,0.13986801943173002,6.156539697285097,0.013140895089352667,0.04935081736482461,1.9347284377651974,0.005883941284992784,0.0965845417239471,3.8358140970875043,0.010622303265673136,0.07214251912236823,2.9709180713994523,0.008449495987120666,0.1420776011638079,3.3697853755585423,0.08964680802147182,0.11483701775122798,2.2649246976763138,0.0667758351864407,0.146681576463989,3.7792739001453044,0.08101215052475197
original,402,L,6,10800,14400,0.20382735159758184,7.551994556596841,0.09327609347197999,0.1327154527590182,4.885761777076716,0.025696641624105288,0.12596799189899444,5.473091392132487,0.011864114653466314,0.046717790820111,1.8557213512954365,0.005482439776379422,0.08382907715750655,3.3145711410944125,0.009249817208559701,0.0646349814573072,2.645568448820318,0.006573958662878415,0.10829266663699419,2.748383702809989,0.05318944865619948,0.08514128730944108,1.8030821979235387,0.05213856415661158,0.10905220989326107,3.094082300147864,0.0443939004241443
original,402,L,7,12600,16200,0.2116077443480019,8.083653696858423,0.15038728603838233,0.11664945636869431,4.281874488800611,0.02008670662594593,0.11132105797330287,4.876197026519471,0.008467119368934446,0.050260431076295506,2.0095729821766235,0.004710037303300044,0.07502484069292104,3.0188289041117873,0.008146515576881083,0.063076243106444,2.581144100420591,0.00646752910590821,0.10711659782786659,2.8491399780710465,0.08821811530208191,0.07682673905412364,1.6638806768444077,0.10085366277494723,0.09966553712016954,2.964871835997893,0.045749655282906386
original,402,L,8,14400,18000,0.2313311607421457,9.017809606102183,0.1550374890657072,0.1167680176096943,4.319173584649429,0.019204940476690566,0.11176013427728408,5.0048712887485,0.008711350346441257,0.049350894795056825,1.9917162382559253,0.0043768107772682325,0.08220394440082282,3.347287657244103,0.009158065394548727,0.06581447529073214,2.664334466865291,0.007738686497132825,0.10020493383765301,2.7242693709938095,0.08944581155454445,0.0783196517653263,1.9531555216451097,0.11691581522384585,0.09342384265090137,2.8470637721077985,0.05051524395058814
original,402,L,9,16200,19800,0.2726497809244559,9.410958876015618,0.229591921991873,0.13412109863235308,4.887857320186412,0.02878519647491608,0.17430230739841704,7.129771749528853,0.02498374796202158,0.05488339477078538,2.19609461073825,0.004846842163455277,0.10298654207613482,4.101245138801699,0.009753924452864583,0.08064590527380386,3.300180811268541,0.007650916523750585,0.13354821351108523,3.2460970714294426,0.09939529840275375,0.14402829874517384,2.952055035478442,0.10345458405523825,0.13140646551176935,3.41107772192601,0.07491468717678453
original,402,L,10,18000,21600,0.2695193349262414,9.198533694592628,0.2155868386479393,0.15222117214389755,5.442919436533627,0.033981865559501154,0.19025254152622778,7.670497625647308,0.025872596333477674,0.0578101152890842,2.276485921125335,0.005749467867988924,0.10426428354584642,4.169824021815663,0.010968367523982878,0.08265477252542959,3.3795878564613107,0.008811240306779815,0.16473145528149952,3.420827210631754,0.12703950796824498,0.1715220405751948,3.076614708241088,0.12767611308171609,0.1554866012268657,3.870034536657488,0.0771905158873194
original,402,L,11,19800,23400,0.20635654791840938,8.063388879014804,0.10882812878622458,0.1387192621978837,5.109307088073714,0.02594802205040207,0.12511055511878835,5.497696493703784,0.012015761159385898,0.04835344408791036,1.948450714930696,0.004757868333142254,0.09488031289197756,3.8546786856222544,0.00921881640175246,0.07241422134426301,3.002759498479199,0.006847041145261244,0.11465214913148356,2.580833789252448,0.11370016455821366,0.09881984770432195,1.9959356398600567,0.12236143780591568,0.10553547163489488,3.1620620536152746,0.04352341961394908
original,402,L,12,21600,25200,0.19457804892270386,7.611001292465773,0.12996476713112037,0.1265384213561373,4.847516340565443,0.020430736490783256,0.10895141541911428,4.885246186917789,0.008436075991768729,0.04497894056007614,1.8109938864873283,0.004363809272883942,0.09599417740563186,3.905206926551336,0.008852330017305102,0.06904416788810334,2.897983613843947,0.0060977564191971615,0.10045998900498661,2.595339460527281,0.10293583252869845,0.08324750322346844,1.8328613432077505,0.11118285951546023,0.0941512891510057,3.0417679520358636,0.04719956357427138
original,402,L,13,23400,27000,0.23350202976025866,8.792025419022746,0.1330705964099406,0.140709596404655,5.280760361911375,0.031023953115470165,0.11515485669626585,5.15971254494335,0.010148830864553576,0.050165742450110865,2.0025949895896535,0.0051516141334388066,0.10029409069227095,4.04033981686995,0.009232155268775306,0.07243619688040893,3.0039320884944405,0.0066681690405875045,0.13116682287626957,2.967841094330454,0.10789917534623542,0.100307413561875,2.006369040448659,0.1121000461028274,0.12322064999829968,3.4435334595823464,0.0634294743304056
original,402,L,14,25200,28800,0.2749923765037539,9.144617286223205,0.18452135082539473,0.1580766231091998,5.747407730183517,0.03554123245782677,0.18152899976929518,7.189188285854846,0.033314604648135314,0.056475532304313285,2.2354818753084067,0.005642118060713731,0.10519010268345916,4.12521152920546,0.010033306773369617,0.07862458333175426,3.191240868090772,0.007244945326831652,0.16756617297290977,3.489981660199757,0.09513713963551666,0.13744846970478028,2.3666101809779234,0.09375089846536878,0.15792682289966672,3.988855454390534,0.07418308471102018
original,402,M,0,0,3600,0.2862994682427595,9.516901047547307,0.19173567754756088,0.16482433981099123,5.8099915349763425,0.031385523504694916,0.2047830676322243,8.077311648023393,0.03644332500144725,0.05946297861623548,2.329473352881798,0.005545776147628333,0.10848668923198652,4.252058668972124,0.009982133600983364,0.08211957775029613,3.403355877786643,0.006953223292268447,0.20042141728299032,3.7049501615537763,0.1565370442614614,0.19601266270706239,3.049147298178844,0.16865016556662,0.1524506052121324,4.227241016888271,0.060261732780485064
original,402,M,1,1800,5400,0.27412090030729186,8.922524185204363,0.19813988338637384,0.15286676813800099,5.639011298329863,0.023512267072384265,0.2205802310506298,8.584204609758743,0.04199826096997682,0.055857192694410904,2.189590820382427,0.005770467331666384,0.10178216775690686,3.9888969928228892,0.009439476955335794,0.0763855611857932,3.1083675064602363,0.006936539173633038,0.18504447889056658,3.463694452743477,0.15585033282002797,0.18586685654373641,2.865767594399271,0.164620717331306,0.14102599536221996,3.897955141346622,0.07593986882061858
original,402,M,2,3600,7200,0.22198785950474054,7.764448618124338,0.14677430474500608,0.12684920652866682,4.701680395548938,0.021697590163744857,0.1418190898032726,6.333248415880328,0.03067153386489816,0.05033367539372845,2.0113493242840854,0.005305662575189945,0.08566845016461792,3.5060824404981257,0.008421105538079352,0.06576578539909837,2.6955071577088097,0.006409271452563194,0.1111398787920251,2.6601665493236073,0.08067023589131431,0.10191853573141707,1.8725184915185462,0.06567280443953764,0.11115856846030656,3.2694346271575507,0.07674858069087524
original,402,M,3,5400,9000,0.17328765389388595,6.930649768508563,0.045214084472247715,0.106335569252988,4.021577612056909,0.020747552706139854,0.10007398896286535,4.956981185475936,0.006512140289873065,0.04824610384223902,1.9812298920336036,0.004710360246654702,0.0727056152468605,3.0278353893495504,0.006265570121539658,0.055926008262791004,2.321830860045801,0.0050520740287238065,0.06195153303663035,1.807602270854182,0.044681905946672235,0.05419554983302442,1.3405675870813023,0.049097695523441856,0.07331517053366986,2.629490995806518,0.02948676253136172
original,402,M,4,7200,10800,0.2035112537813829,7.924918657370483,0.07471615715956029,0.11801048017982685,4.317697718986102,0.02214603652476305,0.11639006412381339,5.368626463101164,0.008445619376615655,0.05136499687973083,2.0830853978994144,0.004915041525827433,0.08112537494950914,3.2588330305699715,0.007330580602648908,0.057277625100556236,2.3888449197880917,0.005559457490550472,0.08170680295256823,2.3286457847645794,0.05682621564406688,0.06431441203204503,1.419541835898115,0.045821244014708926,0.08637073127981655,3.047923525916854,0.04772440727002161
original,402,M,5,9000,12600,0.2506868644630798,8.953731644860875,0.11044933025796207,0.1530204931939281,5.612362775172905,0.030396987909766884,0.11623453615641716,5.180410974504485,0.010142040189856597,0.05561773971405332,2.1888490067119566,0.0053236771604651826,0.09673696650957922,3.8015002037542467,0.009202713576028755,0.07052926325080672,2.940301291673163,0.0061505081754078105,0.12162246501721351,2.925837433147163,0.07541144005453565,0.1031923740643887,1.8703676052207836,0.0816278744204664,0.11694767926688185,3.548875450015147,0.05206238091353715
original,402,M,6,10800,14400,0.2475643632719591,9.093601498349202,0.08715390318054599,0.15788777103108972,5.825067712537679,0.03236746932934503,0.11633516998045329,5.325405960474515,0.017978114122054807,0.056709654993441175,2.240500176370272,0.005677397130269159,0.10138168844847432,4.02859850927923,0.009786764472578278,0.07505945258253578,3.1788169298862203,0.006902832222052028,0.13765020756821372,2.986601476860988,0.0927401195735379,0.1143727242793054,2.109065273877688,0.09723195867915499,0.1349512232917537,3.7662993136239415,0.0541060485370082
original,402,M,7,12600,16200,0.2206309038416244,8.753116795477144,0.06232919250201645,0.1298927813778075,4.65774257402234,0.029834234649958158,0.1154280491987524,5.440081436566784,0.01689236546451641,0.0554550563560928,2.208813744500993,0.005152388568508364,0.09088003228629318,3.713016203597943,0.008457331965594608,0.06668959190397422,2.831452318476502,0.006339318406151188,0.11504569517589314,2.677367691669744,0.08542806120741925,0.08986238782458378,1.8131794089708033,0.08120060267168427,0.1204334196985522,3.583838133398884,0.051054644661729334
original,402,M,8,14400,18000,0.24205200106259697,8.764890508765655,0.10284089061588358,0.14567605722556548,5.12807967318571,0.03157287637563231,0.14498835643949468,6.185040259001146,0.024557350966114718,0.05901967867251123,2.298271651377951,0.005346020509555185,0.0937082584336016,3.7894448320498872,0.008214405954248733,0.07067458127827811,2.936967492488526,0.006062454742244069,0.14040466375619126,2.7903962551102484,0.08690997146284371,0.12175643190803834,2.0773427597322436,0.07855195161351065,0.12773451725660812,3.6957171240205904,0.061092383023012016
original,402,M,9,16200,19800,0.28718186120018685,10.07263045287129,0.11819835501465667,0.15889449116535406,5.692346855562254,0.030902733716051928,0.15786289393413172,6.633663194700693,0.024464490452994873,0.06518517437463194,2.5522080216923757,0.006141942542073607,0.10245138834063697,4.1290485730303885,0.009009676672681186,0.08020844343492771,3.3085229666553246,0.0069198831134921045,0.15440237296028148,3.0548894975420464,0.09143589583945984,0.13563458064545997,2.2238081831057186,0.08941989194478313,0.1315067895800126,3.6570480734638218,0.06032964140545334
original,402,M,10,18000,21600,0.2695321833294316,9.657813606773447,0.12659664695683803,0.15081934231898067,5.553371032710579,0.030250756838792605,0.17429913622697554,7.166488829721969,0.030088614119376314,0.06299332843304584,2.529410709457585,0.006070474306538829,0.10200095436240451,4.096752782319343,0.009251263603349293,0.07791549531996173,3.2263721345875,0.0070150766562652594,0.1384406720914079,3.1675690164783057,0.14597152529920973,0.1151507772198093,2.25383145586503,0.1500169336644431,0.13081232085129,3.5716232859119685,0.05775535501508008
original,402,M,11,19800,23400,0.23252817306241105,8.275651392848593,0.12315113479363314,0.16000154158739477,5.813627887067698,0.03652870501649791,0.17942625780500304,7.385864195879223,0.030515342632744642,0.05563574736924322,2.239024406862283,0.005182467203982225,0.10106390418944047,3.972619791571621,0.00971950292588326,0.07254244055360218,2.9453746906682974,0.007115417374355331,0.1344035550475273,3.2702830050771783,0.1449995293421262,0.10620994967813108,2.123065357462792,0.15080619336468395,0.1314305967596316,3.563608523407433,0.06069345580289332
original,402,M,12,21600,25200,0.25834387800556763,9.22608509298244,0.11093392422476461,0.16290959988045306,5.844638144388125,0.037421653460639887,0.1710835365554833,7.239948827037685,0.021481237584568803,0.05386245550160285,2.1506187782420048,0.004940153463728719,0.09756937936800555,3.8471756853740233,0.009763751094285587,0.07280622438802914,2.96172234854842,0.007142453268786117,0.14019377579654776,3.06290204178253,0.07657448395294246,0.12459397314865754,2.021518586456104,0.08419563735956827,0.12949980134521416,3.7338389064521404,0.052051683806232645
original,402,M,13,23400,27000,0.30893261360839075,10.227609850507173,0.14405901364133633,0.16967663055834703,6.053109783825072,0.032918789367501464,0.2460389857620157,9.174604086875048,0.043014724313666645,0.05931464687729477,2.32601139496597,0.004849022173022891,0.10166770781871334,3.9978190890582304,0.008824984135206333,0.07926897909203616,3.236833569947683,0.006519089383190325,0.22137716100477334,3.8402127972908406,0.1259368430524179,0.21317767681316324,3.0478110240874785,0.13098199562267035,0.1756655853385682,4.564709854722716,0.07219917812080613
original,402,M,14,25200,28800,0.3082840932993311,10.307629970378837,0.150629665977211,0.1714057283166592,6.118766542595567,0.03138798632424085,0.2524831966144081,9.253388254677056,0.04681806251951194,0.061803472730938384,2.4314007133980633,0.005311387117751772,0.10719203256062967,4.197228947808362,0.008935608065118303,0.07979289841006659,3.2727304248467015,0.006436171031953279,0.20885750614993098,3.811381654468895,0.13064279564662987,0.19833638981487953,2.9997381717941094,0.13210930687438077,0.17685215523388811,4.402091890924689,0.0729888273330257
original,404,H,0,0,3600,0.16240710149350177,6.485446329324036,0.03074949787786366,0.21759683184392786,7.050813570492388,0.049641433495518666,0.11109597890563057,5.159931480781769,0.020867979669017763,0.047804443916105645,1.8641560155804313,0.004660709230286117,0.10086998469318081,3.972844235652927,0.0109886226590561,0.06313323877956335,2.6625379924599137,0.006422050652642773,0.18058542924026597,3.1122377848597496,0.06759629107154538,0.13270310809066746,2.2203564337002866,0.04938902973890447,0.15760354293572956,3.2627268901486888,0.063893676629667
original,404,H,1,1800,5400,0.16294630908144878,6.539493386565837,0.03031352319385877,0.21498818879434045,7.062777601755076,0.05224776689741471,0.11334613745652412,5.246961670816823,0.02093962966484821,0.048841344055137625,1.9288408429036774,0.004480880030870074,0.09819009801146651,3.9024125203468714,0.011398090230936606,0.06340474692221186,2.656326316195929,0.0069255188141320685,0.16309120014529013,2.896405950379318,0.06361031101492715,0.12720156095270513,2.202318397478972,0.05071221283275336,0.15068781462041908,3.1504802151307034,0.05945249547441102
original,404,H,2,3600,7200,0.1423774537484588,5.625099851381694,0.023128781315836153,0.2085565304748501,7.0494435891537846,0.05398054099631194,0.1556566017904339,6.281038107146939,0.03544855272797098,0.05210481278553895,2.0694265045010827,0.004483412412418026,0.09833187541878055,3.9364516427435077,0.01128572834386552,0.0634003650204523,2.605780997021546,0.006966498051953718,0.14791249498670198,2.920192182528156,0.058297887692494346,0.11813903485055513,2.1527646629927437,0.048670713441524543,0.1415566186249684,3.146526883498589,0.05284411538698821
original,404,H,3,5400,9000,0.13181966648103216,5.183489309370368,0.02053597121816855,0.22275608359778254,7.402159896615026,0.05312380185566972,0.11804488621159899,5.0831194932818615,0.03075182997678887,0.04991424704596977,2.004288251919111,0.0049470305174597155,0.10207836110930806,4.07087444659125,0.010459155724534413,0.06253577179160023,2.6219261280848096,0.006494059952057134,0.14703501333548075,2.8859025915663907,0.0483221555400468,0.10983093978918436,2.032310112483564,0.0389255642878805,0.1399113961917286,3.1457549580567084,0.04178091236648124
original,404,H,4,7200,10800,0.1262261969634479,5.132008654419705,0.01861230109525313,0.21170503588116435,7.1709377641217875,0.049206375801344335,0.10548350887865203,4.535362782680406,0.02503123461100973,0.04611652080387899,1.8368554438549514,0.005288146811493691,0.10077062245972061,3.974280026038255,0.00951755411259969,0.06077125735735196,2.5476923632731485,0.005759572894922362,0.12463305972224688,2.5358233871595877,0.04361961478002672,0.08834804950891835,1.7250434482431074,0.03279274678447087,0.12055773045715863,2.8689482909208173,0.03640250462856041
original,404,H,5,9000,12600,0.13111473717854005,5.362094367215048,0.022522297293264104,0.18441031430481916,6.367400681217099,0.04385518556701901,0.13829335556597158,5.522147856121766,0.029921625910109842,0.045782263141730034,1.7997052125888722,0.005054489873566203,0.09927111329105819,3.9179378028869314,0.010172336035240072,0.06061031349795065,2.5204134370104385,0.006485361467435317,0.10723850650102468,2.3073795902166827,0.05136950202132495,0.0769567815231947,1.6051011414981904,0.04628581487167234,0.1068915875637751,2.6223141903351666,0.03971199967232086
original,404,H,6,10800,14400,0.16057414681706578,6.418546630923662,0.030393334373191184,0.16073327031402476,5.397215148020972,0.040169937830732735,0.12631540711041878,5.546997055607853,0.02386041381157837,0.04623606327923221,1.8376094466189687,0.004586032704659824,0.08847638658662604,3.4976457448685556,0.009825088744258394,0.05863335950754148,2.4318950719077845,0.0068805420238315165,0.11220652171825336,2.4324279576405017,0.05754012115980867,0.07935315664727857,1.6857749264548079,0.048583237754574245,0.11521922568250005,2.673303035260127,0.04711134247224787
