participant,condition,window_index,window_start_s,window_end_s,center_face_magnitude_mean_abs_vel,center_face_magnitude_mean_abs_acc,center_face_magnitude_rms,avg_pupil_magnitude_mean_abs_vel,avg_pupil_magnitude_mean_abs_acc,avg_pupil_magnitude_rms,avg_pupil_x_mean_abs_vel,avg_pupil_x_mean_abs_acc,avg_pupil_x_rms,avg_pupil_y_mean_abs_vel,avg_pupil_y_mean_abs_acc,avg_pupil_y_rms,blink_dist_mean_abs_vel,blink_dist_mean_abs_acc,blink_dist_rms,head_rotation_angle_mean_abs_vel,head_rotation_angle_mean_abs_acc,head_rotation_angle_rms,mouth_dist_mean_abs_vel,mouth_dist_mean_abs_acc,mouth_dist_rms,center_face_x_mean_abs_vel,center_face_x_mean_abs_acc,center_face_x_rms,center_face_y_mean_abs_vel,center_face_y_mean_abs_acc,center_face_y_rms
468,H,10,300,359.9833333,1.259429032,55.84320667,0.061561046,0.135668137,3.345995224,0.083711889,0.128073804,3.33208296,0.08124798,0.181534065,4.639134761,0.084415893,0.340958664,12.52161357,0.067529675,0.417638597,16.40239566,0.0678283,0.6395126,25.10661618,0.096403536,0.84672501,33.0284132,0.106409978,0.598492597,22.66515525,0.100356964
468,H,11,330,389.9833333,1.25641736,55.94533337,0.060669625,0.146006198,3.507154443,0.096641762,0.136643623,3.466361381,0.097018517,0.192507461,4.874846668,0.095059718,0.359013704,13.29163048,0.059402199,0.391651484,15.35412834,0.067523654,0.569391236,23.49819099,0.067265448,0.8421968,33.43229673,0.105539591,0.650915666,24.29362338,0.101409239
468,H,12,360,419.9833333,1.29776975,58.5521016,0.060843713,0.136042241,3.332757126,0.072619741,0.128235092,3.411315067,0.071159856,0.178904879,4.766531981,0.097596853,0.387254827,14.19478149,0.064785326,0.369975389,14.87733761,0.056993388,0.524992542,22.7482096,0.034000507,0.811620304,32.13219147,0.078009865,0.654853548,24.4824202,0.111810865
468,H,13,390,449.9833333,1.315859319,59.17184527,0.066124151,0.153528735,3.522543909,0.064825525,0.138364973,3.556637054,0.056050628,0.201028143,4.94404833,0.093049006,0.396686014,14.55763362,0.061527479,0.384901236,15.66365217,0.049150681,0.536018836,23.01704593,0.02995808,0.786706041,30.15011102,0.075148479,0.645540652,24.42771476,0.112263702
468,H,14,420,479.9833333,1.224682787,54.92410312,0.065302317,0.15795248,3.446862723,0.092539905,0.150884671,3.566362104,0.092630799,0.187450966,4.709933438,0.081262923,0.374934271,13.63011603,0.060766714,0.415139391,16.62273719,0.084145492,0.626585723,25.66275431,0.074319272,0.794478032,30.44232575,0.102095636,0.611829866,23.70907639,0.097162401
475,M,0,0,59.98333333,0.413675091,18.4260837,0.023397312,0.130352081,4.287571523,0.049181939,0.112175012,3.664518587,0.047508402,0.174118281,6.033037685,0.091618309,0.323428859,12.06875484,0.065013314,0.141987243,5.627758106,0.038908969,0.376739658,14.71092382,0.124791087,0.426978839,16.36534681,0.085861894,0.490187872,17.90040869,0.124390036
475,M,1,30,89.98333333,0.42299835,19.07610952,0.02343494,0.127363092,4.165820997,0.051279877,0.115027111,3.751102588,0.05422427,0.166425683,5.562723762,0.096363801,0.322814472,11.95139868,0.069691922,0.148714037,5.841404671,0.030816558,0.352558451,13.05054129,0.079615395,0.414913879,15.80362125,0.084790978,0.516401167,19.02869633,0.134038804
475,M,2,60,119.9833333,0.3917449,17.60639296,0.017973743,0.141388158,4.455888173,0.063700359,0.12216344,3.898164896,0.054130896,0.155004634,4.956824776,0.121243532,0.366187916,13.28376405,0.077439323,0.160643801,6.16408948,0.063500449,0.3180841,12.54191521,0.059392612,0.354539471,13.71024166,0.067808166,0.482000782,17.93783437,0.1450017
475,M,3,90,149.9833333,0.340121958,15.22837737,0.015241417,0.133846968,4.204814162,0.053153789,0.114987335,3.668353476,0.054556223,0.135601951,4.50493437,0.093560033,0.351577455,13.05042998,0.075808493,0.149142443,5.889032557,0.031238848,0.254936111,10.9603038,0.015549578,0.316796486,12.38159652,0.046949983,0.385939156,14.96706267,0.120769917
475,M,4,120,179.9833333,0.361784419,16.10646293,0.029388504,0.110603432,3.450023743,0.038193257,0.096022527,3.02190495,0.03479817,0.12183299,4.161160837,0.042286212,0.320381967,12.2874292,0.040832363,0.130488992,5.434804954,0.017388429,0.2418976,10.34415372,0.014397735,0.343875436,13.63072799,0.03991489,0.375567369,15.19894195,0.045818837
475,M,5,150,209.9833333,0.428083524,19.39485586,0.039295971,0.121116542,3.790022706,0.047871698,0.100666157,3.200222035,0.043440821,0.153487621,5.208457157,0.044434056,0.360501335,13.40265519,0.048650453,0.135043605,5.670165893,0.022009055,0.236185757,10.14550762,0.014198817,0.399330983,15.96642863,0.049861358,0.424538363,16.82405484,0.06482082
475,M,6,180,239.9833333,0.59671472,26.6937887,0.068014442,0.126649695,4.037995819,0.052947544,0.100600247,3.28717735,0.048126145,0.178428565,5.887563047,0.076563884,0.367483893,13.61636023,0.070428142,0.138490984,5.71693133,0.028504319,0.299099791,11.89010576,0.177709525,0.49061868,20.12375952,0.071696245,0.492792494,19.28434554,0.126452689
475,M,7,210,269.9833333,0.562225514,24.83313978,0.063294139,0.135698393,4.338635851,0.052831491,0.108036268,3.522777713,0.044461777,0.196894722,6.614352989,0.091028584,0.398507181,15.24569719,0.073486172,0.148853648,5.896480822,0.027443172,0.309774107,12.42794934,0.177037802,0.463135774,18.81882812,0.071013289,0.496324111,19.09950561,0.126543978
475,M,8,240,299.9833333,0.368962287,16.60137795,0.016476554,0.137099989,4.280965472,0.063128682,0.110963486,3.522896473,0.056302659,0.190365948,6.522142821,0.07827451,0.415457408,15.96112052,0.060384455,0.165991095,6.52978148,0.025052568,0.288404963,11.77806403,0.045359461,0.371904449,14.71278979,0.044292699,0.429980137,16.27289729,0.082592147
