participant,condition,window_index,window_start_s,window_end_s,center_face_magnitude_mean_abs_vel,center_face_magnitude_mean_abs_acc,center_face_magnitude_rms,avg_pupil_magnitude_mean_abs_vel,avg_pupil_magnitude_mean_abs_acc,avg_pupil_magnitude_rms,avg_pupil_x_mean_abs_vel,avg_pupil_x_mean_abs_acc,avg_pupil_x_rms,avg_pupil_y_mean_abs_vel,avg_pupil_y_mean_abs_acc,avg_pupil_y_rms,blink_dist_mean_abs_vel,blink_dist_mean_abs_acc,blink_dist_rms,head_rotation_angle_mean_abs_vel,head_rotation_angle_mean_abs_acc,head_rotation_angle_rms,mouth_dist_mean_abs_vel,mouth_dist_mean_abs_acc,mouth_dist_rms,center_face_x_mean_abs_vel,center_face_x_mean_abs_acc,center_face_x_rms,center_face_y_mean_abs_vel,center_face_y_mean_abs_acc,center_face_y_rms
414,H,2,60,119.9833333,1.409476394,64.4130324,0.082949914,0.363725696,10.25061316,0.167548911,0.429557572,12.97062983,0.196310787,0.350973373,11.22407046,0.139902961,0.708558898,26.49879832,0.160770071,1.014960451,39.54030793,0.12579718,0.986058523,37.80305629,0.123200703,1.280833543,49.35105165,0.126892924,0.697740186,25.64219827,0.157635203
451,H,0,0,59.98333333,2.238701667,101.3761506,0.106795823,0.187937681,3.154934674,0.14397894,0.193550458,3.400309885,0.15635042,0.290321236,6.185437977,0.149207865,0.427127772,14.53433177,0.11230145,0.322211074,12.40350175,0.119017861,0.731146002,27.06005558,0.171613903,0.991786556,39.34035226,0.133579775,1.03317158,38.0858394,0.140159168
451,H,1,30,89.98333333,2.292235142,104.4873726,0.103834885,0.13616337,2.894464134,0.080290303,0.136031649,3.114514709,0.094472827,0.237365711,5.638890738,0.121505832,0.355236694,12.98132662,0.077985432,0.276018929,10.69144485,0.081896527,0.743747527,27.08183704,0.187653676,0.845114283,34.3483593,0.117728459,0.938118685,35.37372382,0.10664793
451,H,2,60,119.9833333,2.367186962,107.222538,0.105364283,0.133053606,2.936351568,0.071161428,0.129547335,3.129790492,0.075355824,0.254435451,6.045542094,0.119429765,0.347405113,12.48480904,0.065242379,0.27776347,10.47262672,0.079185612,0.666403511,25.49706802,0.163098982,0.836351951,33.9076448,0.103553836,0.913388493,34.26253369,0.115327876
409,M,0,0,59.98333333,1.867751456,82.81483288,0.096449954,0.218897938,5.1119195,0.138217096,0.169037399,4.402966214,0.108529014,0.34268007,9.080965332,0.178338298,0.576324763,20.96090575,0.117893217,0.974381207,39.17415326,0.144457977,0.30903995,13.84997004,0.017774465,1.215531348,47.22827946,0.155582841,0.727814377,26.36977381,0.14415128
409,M,1,30,89.98333333,1.932676913,85.57423048,0.09487975,0.289504072,5.413876543,0.239671423,0.231194364,4.661115222,0.215785061,0.347090487,8.722201614,0.205685458,0.58946437,21.16164591,0.13229696,1.035128379,40.27618271,0.162191164,0.620110644,22.98171095,0.15118504,1.28325012,49.88647096,0.184020922,0.780890855,28.20014985,0.127236607
409,M,2,60,119.9833333,1.955012855,87.64783018,0.099667003,0.271449385,5.286348014,0.214103335,0.220016976,4.60795521,0.187196819,0.340522865,8.166706071,0.207143459,0.551091869,20.34905127,0.135884763,0.989519743,39.23933621,0.165518535,0.636951851,23.85303611,0.151147717,1.222673089,49.16127845,0.148464657,0.779895111,28.72244618,0.13110513
468,L,0,0,59.98333333,0.434056946,19.85518373,0.047395647,0.118228556,2.437061946,0.088684953,0.117113053,2.52745372,0.08849429,0.251571202,5.927386732,0.128399865,0.10847626,4.01282333,0.039556424,0.298279353,11.6706263,0.06636611,0.134689244,5.651062411,0.049372841,0.312279751,11.95823521,0.055604614,0.457726816,17.45263069,0.090578804
468,L,1,30,89.98333333,0.277518622,12.37974132,0.013437277,0.070697916,1.484890587,0.030689382,0.06933271,1.561761475,0.027897865,0.149564074,3.630956085,0.098837939,0.040908573,1.495374171,0.0072186,0.118554779,4.540766378,0.01955309,0.085276046,3.531985592,0.01280371,0.179217468,6.988542651,0.022033349,0.278500499,10.73771261,0.043370897
468,L,2,60,119.9833333,0.279985443,12.44879089,0.013471727,0.075157267,1.626667926,0.04346031,0.074120527,1.688770531,0.038813399,0.14475424,3.645599442,0.120774577,0.044434497,1.664687187,0.009133016,0.109137932,4.197197117,0.022738318,0.097167122,3.803431843,0.017990742,0.188246474,7.392316156,0.028774154,0.296455973,11.40717345,0.048073816
472,H,0,0,59.98333333,2.333764044,105.1116489,0.118357204,0.260768454,7.416131314,0.136980437,0.278057851,8.205683774,0.127195856,0.26170272,7.564531249,0.113464706,0.691068811,23.96790628,0.176536949,0.630663741,24.75369502,0.245317157,0.230664558,8.759000688,0.112785069,0.860327581,34.65032661,0.120494162,0.80451597,28.7938993,0.157232331
472,H,1,30,89.98333333,2.283774108,104.9925955,0.115369488,0.317057686,7.334337586,0.115515977,0.3410197,8.211474405,0.127421912,0.293997577,8.133253822,0.121250135,0.686342557,23.95054177,0.132835197,0.765395931,29.20630374,0.174384987,0.370736605,12.57592409,0.154243496,0.909307161,36.54270831,0.129071455,0.817768308,29.33327975,0.154896091
472,H,2,60,119.9833333,2.210580889,99.95902771,0.11012319,0.349317537,7.08500056,0.16136939,0.368298066,8.096095732,0.163483279,0.299183346,7.659454411,0.141540263,0.668205803,23.54704247,0.121201393,0.797996014,30.70218593,0.208429518,0.439717049,13.99857548,0.142894696,0.96150779,37.43417666,0.139672219,0.727558567,26.28130471,0.129686844
437,H,0,0,59.98333333,2.189729352,96.89364368,0.124866216,0.197060885,3.563665669,0.153006212,0.174341238,3.246575923,0.147501854,0.170585048,4.266060741,0.099767604,0.602642146,20.39480002,0.160149559,0.598395023,21.61687571,0.138935562,0.642179586,25.03167148,0.090792991,0.821477555,32.2367418,0.145466127,0.555957834,19.91456999,0.103136368
437,H,1,30,89.98333333,2.035007933,89.88405108,0.109456528,0.182947603,3.352791583,0.135779249,0.160519512,3.129520359,0.123591351,0.156659033,3.984790749,0.11017031,0.57760619,20.1054048,0.151809588,0.571655042,21.32828287,0.138270535,0.598394122,24.1466605,0.079116487,0.759121996,29.07367332,0.141987771,0.513321059,18.70573866,0.093559398
437,H,2,60,119.9833333,1.85868107,82.19584932,0.090068473,0.141877924,3.052985866,0.120484358,0.127049353,2.828060394,0.109082214,0.113001696,3.101082682,0.060112335,0.456891521,16.6659422,0.112360416,0.541289269,20.72522433,0.100451355,0.472166033,20.87066759,0.040395904,0.640322789,24.69808591,0.088319837,0.409495907,15.67131711,0.07411801
433,L,0,0,59.98333333,2.029258503,89.96729717,0.11125677,0.174384976,3.232799741,0.113242929,0.176631438,3.359062567,0.134760241,0.189306225,4.681105941,0.098307196,0.560242354,19.50991178,0.122148009,0.359891146,13.33355,0.11764741,0.111747563,4.305443173,0.017823574,0.809296333,31.08196639,0.11897998,0.868519461,30.71906074,0.153191618
433,L,1,30,89.98333333,1.949523141,87.77839667,0.107786514,0.179332029,3.039963126,0.114911708,0.18369083,3.193196903,0.127874667,0.176127406,4.442755659,0.105501363,0.487888787,17.17344092,0.085203705,0.351983213,13.33029112,0.09639608,0.101188914,4.019289219,0.01530057,0.804758957,30.52541933,0.119701999,0.773984996,27.94358217,0.127572373
433,L,2,60,119.9833333,1.965415232,89.21933642,0.106238262,0.208558164,3.40353705,0.142299883,0.205000785,3.492269226,0.139206522,0.218503159,4.892594727,0.145577584,0.557978822,20.18216293,0.100262051,0.386699016,14.46370157,0.132522802,0.119755938,5.007595923,0.032759352,0.850342331,31.68109594,0.12668545,0.791135272,28.70570138,0.124106044
476,L,0,0,59.98333333,1.994547244,88.74583892,0.11146575,0.224184539,4.153704934,0.128633438,0.232806691,4.207363888,0.124954614,0.252608457,5.634632397,0.185732356,0.546770382,18.8452968,0.110880326,0.511745905,18.25936599,0.114060705,0.499898039,18.83461531,0.108832516,0.764732223,28.85136214,0.134220378,0.753597893,27.72527828,0.153029189
476,L,1,30,89.98333333,1.830151508,81.47341479,0.09468161,0.194827399,3.89066459,0.141243424,0.207813033,4.075355676,0.13624197,0.190399354,4.974309697,0.136982805,0.489443666,17.59581639,0.088538076,0.457119936,17.62680381,0.094010249,0.527099191,18.75659098,0.119526615,0.709422913,28.2185378,0.097608109,0.686874489,25.88448729,0.134767653
476,L,2,60,119.9833333,1.954030384,87.82949653,0.092889102,0.224386983,4.275367443,0.157079916,0.237045721,4.470494432,0.154638103,0.211347035,5.331674199,0.118449893,0.528377712,18.83829542,0.090597295,0.540191329,21.6736639,0.107775849,0.640804041,23.23805873,0.129142602,0.724808207,28.98355261,0.083458942,0.69688671,26.28222401,0.109934866
417,M,0,0,59.98333333,1.731389867,75.94253421,0.09112226,0.294821006,4.625327186,0.159364852,0.245385464,4.007032253,0.132643018,0.251753673,4.818491016,0.131327238,0.317437857,10.04896039,0.074712952,0.387498513,13.5756155,0.092228353,0.689683934,25.98709422,0.132616814,0.387866438,13.6474017,0.086393455,0.798006748,27.48093791,0.131852097
417,M,1,30,89.98333333,1.521763645,67.01920175,0.078528843,0.256664483,4.032386223,0.118471666,0.209003636,3.44988631,0.092964225,0.214990801,4.055148696,0.120322221,0.240636102,8.227979909,0.05264969,0.309353464,11.5334119,0.064021951,0.594383254,23.49617516,0.116920587,0.332147203,12.06716667,0.062609082,0.66932838,24.47338871,0.107115055
417,M,2,60,119.9833333,1.442857668,64.05014745,0.073454432,0.219128433,3.493676272,0.114868117,0.182287909,3.059887127,0.095350744,0.165245248,3.246486949,0.108408643,0.21789542,7.629285602,0.057718784,0.275849586,10.77785465,0.057141148,0.678808532,25.87996504,0.144010525,0.294668567,10.96745487,0.052585539,0.597031357,22.18384036,0.085297816
452,M,0,0,59.98333333,2.028466557,90.81770463,0.099908296,0.189325692,3.626289609,0.173381124,0.207163586,4.14509866,0.192550245,0.237913214,5.636706992,0.175854829,0.578295871,20.24101369,0.114691503,0.660796456,25.05121897,0.159319565,0.818724186,35.78182206,0.130530192,0.93459556,37.22014091,0.136843259,0.845371211,29.75393039,0.143675429
452,M,1,30,89.98333333,1.855744515,83.40055947,0.089237543,0.130574012,3.261523022,0.091564191,0.150600485,3.941260782,0.102103139,0.156166654,4.412327275,0.104672843,0.452395402,16.95411093,0.079732427,0.494482044,19.81825366,0.11150393,0.612149263,27.05043433,0.096706486,0.839383681,33.36961584,0.104821481,0.705814519,26.0365097,0.097919901
452,M,2,60,119.9833333,2.022234261,90.25105322,0.099708482,0.141016873,3.320864961,0.103874706,0.148213122,3.932768382,0.101031117,0.205395436,5.136871532,0.153701829,0.541425844,20.08784428,0.086231382,0.460304512,18.5961643,0.0551304,0.575436598,26.70595095,0.039307999,0.885428764,34.89880202,0.098755321,0.759687168,27.8193209,0.122930521
417,L,0,0,59.98333333,0.872567618,38.16834336,0.058697971,0.240239632,3.661567724,0.174052012,0.209984862,3.180695854,0.154352219,0.309244093,6.125262195,0.150080204,0.116273215,3.751459235,0.045057706,0.223989882,7.367715069,0.077607437,0.888943963,35.02702297,0.155300787,0.221339424,7.565490003,0.062715803,0.79678872,28.55843617,0.127509386
417,L,1,30,89.98333333,0.740807179,33.17501685,0.038599768,0.191701479,3.139107687,0.091143073,0.160953452,2.727439556,0.073470056,0.238044438,4.716211243,0.13858831,0.062269187,2.082676684,0.015917235,0.141908478,5.35708175,0.031941049,0.713951051,29.1662705,0.130299797,0.173387565,6.352760312,0.025820476,0.588266374,21.62522282,0.080428559
417,L,2,60,119.9833333,0.744013824,33.51576296,0.038275639,0.177111941,2.953119444,0.076375339,0.148014305,2.623425869,0.061107308,0.23923045,4.829759406,0.132637535,0.060840097,2.059487941,0.014110311,0.144816323,5.497452743,0.028638478,0.683999013,27.47285022,0.133010917,0.175205516,6.542708161,0.02491218,0.600094574,21.8491658,0.079298926
452,L,0,0,59.98333333,2.110200541,94.64453307,0.107274959,0.175255715,3.683288,0.129806306,0.185037551,4.080273057,0.124103856,0.219652203,5.131766721,0.181475688,0.576743165,20.49301889,0.124595444,0.529906125,20.51724887,0.138911764,0.805184355,35.41785221,0.063675652,0.564007606,21.95136804,0.130296369,0.789418721,28.40204606,0.155789991
452,L,1,30,89.98333333,2.010005481,90.15452227,0.093631227,0.112803594,2.923019643,0.050472747,0.126056144,3.379582874,0.058737425,0.129128378,3.639072642,0.077428773,0.454292491,16.79312064,0.065763795,0.403956276,16.39029516,0.055820982,0.71845476,33.24472342,0.033705743,0.471630499,19.02820433,0.065215308,0.611215715,23.31232146,0.102167248
452,L,2,60,119.9833333,1.987360112,89.15442505,0.090673892,0.105761417,2.800077825,0.050397195,0.118163966,3.224174835,0.057325841,0.117417265,3.374947259,0.067459996,0.448182189,16.2218224,0.067333984,0.346651397,14.28559891,0.035620924,0.558667508,25.39874453,0.038110515,0.477167992,19.01219826,0.057135844,0.615857044,23.21925903,0.106672236
433,M,0,0,59.98333333,1.945906777,86.89124074,0.101343711,0.21249765,5.003809473,0.134853518,0.248940326,5.95449894,0.142846488,0.244684085,6.64621035,0.15306677,0.600564274,20.38424533,0.191533048,0.549877552,21.33485287,0.172603846,0.630121842,26.61923568,0.061527877,0.988412448,38.58121448,0.145862663,0.857501056,30.82388775,0.21996573
433,M,1,30,89.98333333,1.700167083,76.07730425,0.084727807,0.201862496,4.659776359,0.15660173,0.234627776,5.467060478,0.18250928,0.191891327,5.425707239,0.123268975,0.477855642,17.04329278,0.113225686,0.537703119,21.06403036,0.14411337,0.709702295,28.15682677,0.108910243,0.959433488,38.30753119,0.123995156,0.687397032,25.83591629,0.142603813
433,M,2,60,119.9833333,1.706309748,75.20927394,0.089161967,0.203918361,4.54076947,0.151965849,0.23302665,5.350346367,0.184336562,0.196345225,5.515774905,0.126675279,0.494725836,17.41718815,0.118596971,0.512570084,19.99662369,0.142344702,0.680400538,27.06661234,0.112195314,0.979643912,38.84040739,0.117040599,0.694896735,26.05980205,0.139190084
476,M,0,0,59.98333333,2.244816083,99.64177069,0.11484088,0.174850654,3.267067856,0.136079935,0.189240987,3.654890967,0.134286134,0.179484311,4.295999649,0.117143667,0.420103878,14.69664446,0.104774296,0.523833863,20.25273213,0.092979232,0.498097103,19.6252773,0.08011139,0.734728751,28.16892788,0.114673815,0.676159974,25.24963935,0.130691743
476,M,1,30,89.98333333,2.39098071,107.79711,0.12725182,0.228403343,3.539716625,0.176220413,0.236393922,3.814241209,0.164851063,0.21153114,4.373569708,0.16115729,0.442278117,14.84890422,0.125707061,0.515425274,20.03491446,0.113330155,0.583113169,21.75514671,0.105006926,0.748744909,28.67170383,0.138781326,0.707512998,26.32832226,0.121238247
476,M,2,60,119.9833333,2.473294099,111.116987,0.124572315,0.215472637,3.452182077,0.156343748,0.226257297,3.778169381,0.146708865,0.194133255,4.042688134,0.14582793,0.395596528,13.84165187,0.104124283,0.528360245,20.49726365,0.127086939,0.621439436,22.77174945,0.127627227,0.792098962,30.7256546,0.118479949,0.662809064,24.96999706,0.113218266
413,H,0,0,59.98333333,2.099665441,93.01570002,0.112315133,0.206500638,3.351318125,0.236555261,0.187578503,3.252239308,0.253717558,0.236107378,5.029985055,0.174867784,0.432026632,14.12638294,0.117140564,0.311086276,11.15599953,0.136293885,0.649590474,22.75456952,0.15427713,0.60475264,22.78243082,0.153346801,0.787506028,27.17851885,0.122615396
413,H,1,30,89.98333333,2.228247665,99.52502468,0.117061837,0.234961211,3.339619596,0.167749591,0.209296748,3.135018386,0.172598484,0.2791831,5.700952555,0.157693655,0.469646534,15.29523213,0.094178906,0.304745643,11.12048652,0.076133715,0.756481271,26.2680039,0.160172656,0.68355791,25.71375959,0.137708444,0.899791905,31.03610625,0.128622943
413,H,2,60,119.9833333,2.222734775,99.38251341,0.115128495,0.235408887,3.428965306,0.148547254,0.210079556,3.181663912,0.144598309,0.286541482,5.910686059,0.154808158,0.488461223,15.78123772,0.093244008,0.319124782,11.78314898,0.063914952,0.631356743,23.56248152,0.125712391,0.688253468,26.02672745,0.144672525,0.913694007,30.46451065,0.127143298
449,M,0,0,59.98333333,2.321005853,101.8986361,0.118843486,0.187118179,4.277141173,0.095136656,0.181334315,4.441392546,0.089999584,0.234778293,5.504560344,0.120943114,0.634569856,21.54322786,0.11424173,0.923961462,36.81418598,0.14459128,0.676608058,26.27709308,0.12612613,1.121583115,43.98138171,0.13279684,0.63841588,22.83359445,0.108956587
449,M,1,30,89.98333333,2.21897176,99.93006308,0.111680494,0.159557894,3.821382843,0.119655877,0.159402882,3.985637432,0.125501728,0.173169982,4.501505793,0.132249905,0.523167407,18.20591119,0.107617025,0.82198354,32.45260196,0.1251739,0.828491109,29.51692945,0.168416767,1.094230362,42.84948099,0.134206456,0.590373466,21.23102981,0.099494257
449,M,2,60,119.9833333,2.289497129,104.1757378,0.111035521,0.202058705,4.295063912,0.103188298,0.198155738,4.479741095,0.094351842,0.220158603,4.989069086,0.150127627,0.524008544,18.82709083,0.107012147,0.632780218,25.43872707,0.115011865,0.733527184,27.38601317,0.154383921,1.19340957,46.59415038,0.140447641,0.564187262,20.26703418,0.097822668
454,H,0,0,59.98333333,2.780232334,124.9917494,0.126363603,0.266633436,6.308228309,0.206633378,0.259664253,6.341929729,0.217098249,0.165026101,4.321422502,0.126214296,0.576226549,21.12865653,0.123954349,0.655528109,27.06008781,0.117318218,0.871092288,33.64061697,0.140564829,1.190027623,46.72248654,0.15118838,0.745075397,27.60188784,0.15116643
454,H,1,30,89.98333333,2.777918005,124.3825568,0.131107029,0.280964365,6.670052218,0.19846223,0.271175528,6.634268811,0.200159741,0.172739098,4.448282165,0.113490433,0.579460626,21.57339804,0.112152599,0.658827228,27.15886437,0.108791755,0.741992332,30.45447493,0.090889969,1.181334127,46.79823926,0.124411645,0.734110427,28.05038707,0.116271401
454,H,2,60,119.9833333,2.624576177,117.9256431,0.125006199,0.267034127,6.563589545,0.134759846,0.257412779,6.543904664,0.132689962,0.158398993,4.211462561,0.139511473,0.556651568,21.13188631,0.120092869,0.637439488,25.72061126,0.113824092,0.835364332,32.23699423,0.128578497,1.127620014,44.6552418,0.107134188,0.670707235,25.28833248,0.11778766
411,H,0,0,59.98333333,1.926421823,84.78422145,0.103248362,0.297812063,5.51904631,0.166754272,0.262017114,5.414160265,0.136223245,0.344190879,7.316954657,0.215650067,0.406722785,14.45709958,0.07930373,0.723075885,27.14591735,0.098317255,0.607279247,24.7610183,0.08129965,1.03727563,39.43305328,0.109777983,0.852299851,31.46282571,0.109923996
411,H,1,30,89.98333333,2.060669808,92.37457251,0.109771789,0.322008521,5.755739669,0.175246487,0.285846538,5.654390529,0.137891812,0.37456999,7.771942921,0.241502354,0.441539819,15.7088232,0.08261004,0.749206571,28.13881949,0.109829497,0.686175874,26.35300324,0.110158333,1.068678904,41.37178568,0.11532333,0.886400506,32.64351958,0.12788523
411,H,2,60,119.9833333,2.119525066,94.60935472,0.11254063,0.35266646,5.7359908,0.206509094,0.305571811,5.56606233,0.179737868,0.425497622,8.450340446,0.247529841,0.450878474,15.89673763,0.114051573,0.78471635,29.40695896,0.125383822,0.614416981,24.61244183,0.09987629,1.13389062,43.80728485,0.13514703,0.923775839,33.61304397,0.144668991
428,L,0,0,59.98333333,2.108738281,93.90595191,0.096002926,0.277541999,7.080787362,0.173611961,0.242814091,6.388767645,0.149015083,0.275708828,7.474553335,0.137654037,0.670125158,24.48118742,0.12356015,0.780800272,31.85235716,0.156073779,0.919915741,35.28883529,0.126380414,1.086666017,43.58591774,0.133949179,0.794989531,31.00560593,0.10371228
428,L,1,30,89.98333333,2.063094175,93.77700782,0.092743637,0.308177149,7.368345217,0.131761679,0.277464743,6.787466046,0.122970519,0.243282048,6.914204513,0.122042467,0.674180694,24.30798143,0.117494499,0.79287942,32.04810696,0.158850331,0.912801707,34.05250358,0.155840366,1.040425395,41.80626024,0.122201062,0.746839746,28.07493509,0.106061631
428,L,2,60,119.9833333,2.08530756,94.67726436,0.091962814,0.2405159,6.531620735,0.106400021,0.221867012,6.060671372,0.096868709,0.193459672,6.28637287,0.08737191,0.653203282,24.26620967,0.107488454,0.680117596,27.76224165,0.090170121,0.773453924,30.18924875,0.13766101,0.931122674,37.74180302,0.089656322,0.675205697,25.8180805,0.089965942
415,L,0,0,59.98333333,1.904728654,83.71921802,0.106209042,0.261252547,6.83998907,0.159590753,0.247739147,6.965855919,0.165455138,0.440980504,13.20493482,0.1889098,0.734883775,26.7792043,0.143064082,0.49405282,19.72894264,0.13056737,0.596669474,27.02681882,0.029607588,1.367767358,55.51612921,0.142131774,0.796758202,28.6314103,0.16872096
415,L,1,30,89.98333333,1.899494109,83.85485096,0.105669227,0.264560589,7.165038645,0.114633157,0.25401185,7.30313669,0.111415337,0.449155937,13.09442425,0.167262476,0.754031883,27.10807577,0.143290116,0.494134485,19.70531806,0.082591693,0.895140507,34.90515916,0.208742973,1.379853207,55.7033128,0.132495785,0.78898929,28.36042326,0.163687228
415,L,2,60,119.9833333,1.773084114,78.05092553,0.097543185,0.253640445,7.197946607,0.107397062,0.255179459,7.56575622,0.109489652,0.426187938,12.10454813,0.141576618,0.695580715,25.12466736,0.137609765,0.484791309,19.35251792,0.086134874,0.948851644,37.36393052,0.205936528,1.420896752,56.81379138,0.127416667,0.735182493,26.35240461,0.139705678
450,L,0,0,59.98333333,2.237967649,100.0321804,0.108380579,0.206351791,4.26230436,0.159211678,0.195408852,4.487236328,0.144210502,0.250747501,6.047578833,0.178770853,0.524369091,19.29739053,0.102299637,0.512456354,19.6995205,0.10404409,0.742731071,33.24257314,0.034942926,1.268859114,50.29335014,0.178850921,0.664603543,23.57104473,0.122701157
450,L,1,30,89.98333333,2.19219841,98.71136856,0.102440391,0.18306665,4.15110538,0.106297208,0.179299564,4.363038554,0.095116448,0.205983841,5.320606818,0.139299951,0.503473548,18.76732631,0.083295286,0.48291605,19.33682422,0.053496164,0.737363174,32.42834213,0.054711339,1.184289045,48.47228431,0.161316332,0.635984496,23.65221742,0.103119681
450,L,2,60,119.9833333,2.233611848,100.3996182,0.105251779,0.227134229,4.493707831,0.129507716,0.220771746,4.715577208,0.105860729,0.239834048,5.62451575,0.172802619,0.559699556,20.55876718,0.095327708,0.524444332,20.77368215,0.081615083,0.904527673,36.65237337,0.126637448,1.246255652,50.36054567,0.1978972,0.706531136,26.67271595,0.118121428
469,H,0,0,59.98333333,2.290242778,102.8341483,0.118636471,0.167823457,4.548926509,0.088367376,0.184753237,5.259633067,0.080090028,0.251246394,7.536661456,0.144588477,0.581344018,21.54407798,0.084486466,0.627662763,26.13564068,0.113725891,0.705933112,26.88573072,0.171918371,1.244058597,49.51218565,0.158998427,0.699704384,27.01898265,0.130507135
469,H,1,30,89.98333333,2.197906615,98.87057104,0.10778387,0.142391538,4.206986487,0.047168035,0.168301388,5.113308171,0.056958046,0.19944878,6.56791528,0.060975117,0.513450228,19.92124324,0.05944408,0.602843405,25.91501293,0.067022093,0.828457189,30.41614103,0.195656984,1.173559293,46.78679055,0.166890815,0.592094134,23.11385133,0.084627678
469,H,2,60,119.9833333,2.190178324,96.46419634,0.113504448,0.147656682,4.13083217,0.128967685,0.172135893,4.884361003,0.162190957,0.217650395,7.001189268,0.074650229,0.558514728,20.85614773,0.079141387,0.650382423,27.14626629,0.120437475,0.838590519,30.76425359,0.170054249,1.194985644,47.03751871,0.165290224,0.617634161,23.91050453,0.101156613
431,M,0,0,59.98333333,2.124213095,94.52462908,0.111169829,0.221343904,5.018515053,0.12459627,0.166916797,4.189333285,0.081496663,0.286452692,7.208171613,0.148263341,0.483072557,17.39972991,0.080025299,0.943916894,36.72294904,0.110335176,0.518173838,23.00869274,0.02731601,1.101866544,43.22901119,0.116006005,0.911249474,33.10193555,0.138129477
431,M,1,30,89.98333333,2.072746744,93.03829456,0.108337103,0.264142222,5.406787807,0.146954042,0.208456341,4.537772867,0.125524833,0.287945161,6.939522648,0.1594186,0.480082257,17.20891858,0.090354121,1.011352195,39.12180066,0.13802148,0.721788886,27.28031497,0.134303891,1.12891778,43.89494878,0.115876448,0.859877061,32.06284102,0.121341713
431,M,2,60,119.9833333,2.064282345,91.78529809,0.107344126,0.296614174,5.662831527,0.180599931,0.228906696,4.673825193,0.146530562,0.320764742,7.581844931,0.178651219,0.559193153,20.09817521,0.107183363,1.18784854,47.70463987,0.1511178,0.903102319,33.27954157,0.145171977,1.253327941,48.54922203,0.138786612,0.935940632,34.05435136,0.143696654
474,M,0,0,59.98333333,2.251140602,101.4424316,0.109026236,0.157531401,2.639194448,0.178042383,0.15354053,2.762729054,0.192143245,0.200473367,4.336868003,0.124320828,0.431684026,13.69790049,0.184592338,0.200864228,6.714578764,0.102593708,0.120058544,4.981510859,0.018039606,0.55636143,21.4371484,0.081867794,0.654825204,22.60687662,0.108864954
474,M,1,30,89.98333333,2.044116302,91.27408044,0.101459041,0.117488688,2.09882727,0.089323136,0.115087165,2.330716102,0.095699175,0.15519863,3.570286561,0.091749679,0.349250942,11.67887773,0.09386699,0.174613128,6.107798071,0.093366287,0.094202705,4.102540464,0.005801751,0.513267531,20.01812882,0.066864806,0.578360773,20.71219598,0.094487351
474,M,2,60,119.9833333,2.160783745,97.41585012,0.105041512,0.100350823,2.032140038,0.092336695,0.099058943,2.271778236,0.08703908,0.144287502,3.263683449,0.083302587,0.338796762,11.35091673,0.089405563,0.170057985,6.238786137,0.055596085,0.09092423,3.97430683,0.005976965,0.524439863,19.96977188,0.053576251,0.611626888,21.9566797,0.105555684
431,L,0,0,59.98333333,2.482936588,111.2946029,0.128497671,0.20777043,5.196465051,0.161226302,0.224566239,6.000878019,0.169447647,0.255439731,7.085329725,0.171534709,0.605544921,21.99491718,0.120759057,0.795242143,31.76248083,0.145248626,0.974030077,40.58152616,0.140592356,1.104032831,44.12154381,0.125522568,0.702618238,25.45273141,0.118841502
431,L,1,30,89.98333333,2.336019364,103.7419903,0.120605358,0.224437904,5.13361808,0.146241613,0.255114487,6.2154952,0.181281434,0.237101847,6.412137674,0.127527408,0.578270482,20.84662493,0.082032823,0.81519177,32.76853832,0.127513329,0.93242049,38.66277025,0.140620426,1.131047817,44.66376905,0.111448252,0.690266906,25.48697791,0.100157458
431,L,2,60,119.9833333,2.319502824,103.0571881,0.121282199,0.236782979,5.26017275,0.147332959,0.274761142,6.489453441,0.185983245,0.239274911,6.258053661,0.140682701,0.574003113,21.27527096,0.09199773,0.842533026,33.96743885,0.123353148,0.974112582,41.02447486,0.135251276,1.155215876,45.57670684,0.118067082,0.696524795,26.07838325,0.10912932
415,M,0,0,59.98333333,2.037700621,91.1512124,0.107254736,0.238465674,6.933483171,0.170854944,0.215192084,6.650642974,0.170205499,0.355984512,10.495468,0.157284215,0.729622225,26.82843261,0.143360991,0.993565155,39.58824122,0.213313478,0.387537969,16.54085832,0.040389264,0.982487088,39.23364628,0.113795442,0.767466424,28.04960369,0.165801643
415,M,1,30,89.98333333,1.980492828,88.40901473,0.108078127,0.254275233,7.204860814,0.113546881,0.236023229,7.184820542,0.101157192,0.348927634,10.16069518,0.140240424,0.669048667,24.40168882,0.127769114,1.176136749,46.36764292,0.15398224,0.598741573,22.55597905,0.156739541,1.022981482,41.02444373,0.095569123,0.78879438,28.89817539,0.149166096
415,M,2,60,119.9833333,1.966058726,87.41109834,0.106854986,0.254587533,7.084370196,0.118753134,0.240066293,7.216162228,0.106649843,0.388655309,11.29964944,0.152146458,0.701861971,25.90551712,0.134117511,1.215703718,47.29932387,0.126422034,0.746531911,27.74876051,0.173624751,1.037034021,41.7966109,0.090701908,0.8361631,31.13035856,0.163203035
450,M,0,0,59.98333333,2.062654759,93.79420766,0.106396014,0.257117401,5.398611206,0.170557344,0.27100176,6.258023733,0.163647757,0.324101656,7.75580009,0.210787698,0.706322618,25.34674717,0.108646097,0.742731678,28.69750503,0.144284851,0.992036254,42.60852108,0.081172981,0.890967907,35.29372034,0.141195724,0.570158831,21.06195433,0.108928254
