participant,condition,window_index,window_start_s,window_end_s,center_face_magnitude_mean_abs_vel,center_face_magnitude_mean_abs_acc,center_face_magnitude_rms,avg_pupil_magnitude_mean_abs_vel,avg_pupil_magnitude_mean_abs_acc,avg_pupil_magnitude_rms,avg_pupil_x_mean_abs_vel,avg_pupil_x_mean_abs_acc,avg_pupil_x_rms,avg_pupil_y_mean_abs_vel,avg_pupil_y_mean_abs_acc,avg_pupil_y_rms,blink_dist_mean_abs_vel,blink_dist_mean_abs_acc,blink_dist_rms,head_rotation_angle_mean_abs_vel,head_rotation_angle_mean_abs_acc,head_rotation_angle_rms,mouth_dist_mean_abs_vel,mouth_dist_mean_abs_acc,mouth_dist_rms,center_face_x_mean_abs_vel,center_face_x_mean_abs_acc,center_face_x_rms,center_face_y_mean_abs_vel,center_face_y_mean_abs_acc,center_face_y_rms
448,M,2,60,119.9833333,2.208800143,97.48079109,0.110293108,0.243825518,4.225715989,0.190150899,0.238939433,4.457488271,0.186122274,0.209851567,4.724217145,0.240042565,0.558747174,20.37506012,0.137521261,0.561871553,21.6669089,0.154640866,0.672987287,27.48238006,0.125758006,0.680611059,25.57967288,0.150119812,0.544176985,20.11419366,0.095849472
410,H,0,0,59.98333333,0.753494912,33.25223567,0.065574256,0.369954637,8.974473158,0.15841072,0.335710401,8.397758323,0.135789572,0.364256084,9.700120042,0.195475569,0.370747265,13.61177962,0.09529766,0.419985018,16.53424629,0.09286343,1.528100884,66.89777076,0.089662004,0.976744942,37.25223476,0.125965851,0.562949841,21.62799067,0.100662079
410,H,1,30,89.98333333,0.65403697,28.6975545,0.056127485,0.282061846,7.534303082,0.133083182,0.270458703,7.349589742,0.118868617,0.276485286,7.947723624,0.162963025,0.300528802,11.44547587,0.074057897,0.351141157,13.86082904,0.088165427,1.415875837,63.10400622,0.07834467,0.878866416,32.88955457,0.119119658,0.475976566,18.50875906,0.079473178
410,H,2,60,119.9833333,0.595059336,27.05682256,0.043094159,0.276313787,5.916493159,0.134364794,0.266968478,6.042039852,0.116203523,0.275139784,6.921566079,0.151281947,0.275503051,9.962716073,0.067245061,0.23949197,8.829518786,0.056150579,1.431101806,62.72063485,0.088115987,0.861429315,33.02547476,0.107774197,0.419354032,15.92848629,0.058499612
455,H,0,0,59.98333333,1.921149104,83.47323027,0.109918511,0.192097438,4.050758261,0.127860571,0.200399233,4.599111859,0.134287725,0.308268735,8.494944073,0.143339216,0.567960899,20.27988346,0.121818376,0.879581479,34.31958676,0.135799192,0.481167411,20.79960327,0.039327045,0.901869846,35.01143395,0.135549687,0.846526944,29.97338398,0.179160138
455,H,1,30,89.98333333,1.808805434,79.95050369,0.098325177,0.187056118,4.418377009,0.138216295,0.20023842,4.99318232,0.155010622,0.261555255,7.420976322,0.134677911,0.550173186,20.09963416,0.120312816,0.787613375,31.41501234,0.135160657,0.595525993,24.00237133,0.105404594,0.903015797,35.13255882,0.137795415,0.799970854,29.18711975,0.149919179
455,H,2,60,119.9833333,1.73880403,77.32596238,0.088484513,0.186232889,4.616998622,0.13643932,0.20387369,5.165345422,0.159357065,0.231487164,6.755541592,0.139374958,0.55191374,20.18323509,0.10651402,0.669559019,27.39716633,0.121450991,0.785503916,29.7705223,0.137766072,0.937968406,36.04159628,0.138952832,0.738519296,27.63765464,0.109283455
448,L,0,0,59.98333333,1.656868963,73.61496807,0.082387978,0.257382335,5.372853416,0.178716759,0.261308745,5.817904479,0.165816119,0.193051612,4.505916399,0.239066913,0.446466183,16.41621405,0.114604333,0.469799677,18.30409011,0.146695732,0.501660475,20.45239117,0.103385268,0.576174059,22.25042603,0.174151576,0.595538225,22.3678225,0.109997406
448,L,1,30,89.98333333,1.781139636,78.72602093,0.091704589,0.308226096,5.776039213,0.194635334,0.302115836,6.221333182,0.186093753,0.210413638,4.608683957,0.279036697,0.475907506,17.7320912,0.13511013,0.473807128,18.49904656,0.174354044,0.535762297,22.18547162,0.103231565,0.650063167,25.33236028,0.195687753,0.617544479,23.46651367,0.099673316
448,L,2,60,119.9833333,1.817669519,81.03274102,0.087412776,0.264399226,5.072204813,0.165290384,0.283098429,5.737154094,0.183177036,0.16175359,3.931237668,0.214496903,0.415083077,15.18775337,0.112170076,0.459280164,18.16933783,0.196978451,0.715271632,27.91390751,0.169326391,0.678721481,25.86153181,0.176691412,0.580664492,22.27705873,0.094681082
434,H,0,0,59.98333333,1.908345973,84.68879559,0.107315714,0.183333495,3.192483111,0.136181616,0.16550888,2.897610585,0.145464222,0.366586052,9.555116528,0.156859906,0.614819115,20.2836287,0.133715549,0.346612808,12.73751425,0.113279407,0.813394025,32.00750909,0.160488492,0.704285829,26.74438889,0.120397592,1.154337879,40.48218411,0.157559674
434,H,1,30,89.98333333,1.779510994,78.58024887,0.100813294,0.108785719,2.471715891,0.058619959,0.094488378,2.235784355,0.062230678,0.29570967,8.615946952,0.090323958,0.533812179,18.30084594,0.09518901,0.320462555,12.65768753,0.058265408,0.63950543,26.03055831,0.081819775,0.585256728,23.48982742,0.064600279,0.978491738,33.89232549,0.144338352
434,H,2,60,119.9833333,1.720535888,76.37913353,0.09560803,0.103417932,2.26581186,0.048177574,0.094744286,2.137417492,0.057200943,0.254282213,7.454005678,0.093012971,0.480570773,16.30094635,0.081031218,0.328890591,13.35194253,0.048874493,0.535318358,22.64602621,0.043692446,0.604888523,24.27172339,0.077920881,0.909022699,32.01848456,0.139632355
471,H,0,0,59.98333333,2.046522446,92.30501936,0.099294299,0.149369912,3.169637747,0.097157791,0.145169849,3.386708394,0.087414821,0.26294273,6.112362428,0.190160786,0.566101922,21.68783458,0.12889615,0.536761429,20.22075861,0.139789335,1.066739598,45.04535707,0.095935556,0.879757606,35.9476748,0.090157987,0.972264138,36.26499248,0.175487281
471,H,1,30,89.98333333,2.038805844,91.39562928,0.099201925,0.166171184,3.326227865,0.171311348,0.160371742,3.544208221,0.173473382,0.275832917,6.281124141,0.215214189,0.57464003,21.53995711,0.152327957,0.590807027,22.00952886,0.166128302,1.092136028,44.79428976,0.144942235,0.924966244,36.68359975,0.113166545,1.007941127,37.63082796,0.193001389
471,H,2,60,119.9833333,2.03191723,91.57201632,0.096010516,0.158532265,3.322606706,0.165009951,0.156369371,3.564964174,0.163322856,0.24313454,5.975433249,0.219845183,0.533528197,19.80738276,0.144099456,0.624074435,23.54845632,0.175061994,1.370461497,53.55084492,0.216209983,0.918354343,36.31942962,0.151817578,0.941897552,35.50924153,0.175039873
429,M,0,0,59.98333333,2.423514914,107.9912062,0.118715181,0.293581306,5.992552082,0.193201313,0.271103358,6.582389164,0.166366443,0.342950684,6.802376248,0.221092888,0.790474569,28.32677176,0.13775977,0.514558291,21.02213423,0.105747383,0.88247804,24.84981367,0.185983826,0.891161183,34.81582328,0.108285346,1.018110649,37.01525098,0.196367708
429,M,1,30,89.98333333,2.535512634,114.59381,0.116768088,0.291256761,5.971638184,0.158617666,0.295266161,6.730064074,0.153042008,0.275812316,6.062942768,0.192242904,0.729183369,27.26213629,0.119142048,0.484392004,20.04557573,0.072506543,0.797087564,23.63618567,0.194362258,0.885932548,34.37271191,0.102181084,1.07644834,38.70021915,0.169875223
429,M,2,60,119.9833333,2.514884608,114.4917501,0.11372389,0.295943795,6.385012514,0.168993245,0.316875958,7.293618881,0.172750237,0.246800569,5.597153723,0.1633689,0.751158735,27.86106349,0.117285615,0.464711263,19.11862753,0.079014828,0.692219704,21.61473834,0.178336095,0.860903377,33.15952196,0.09451978,1.074373173,39.01025872,0.143866375
451,M,0,0,59.98333333,2.873542742,128.1430926,0.127499884,0.121082513,3.112069657,0.091228942,0.102568383,2.72949618,0.088823976,0.195922587,5.380619967,0.082922733,0.520981395,18.86424756,0.131468967,0.367938374,14.13617446,0.089113771,0.547245741,22.45638051,0.115398168,1.026711693,41.16387256,0.213394507,0.917635718,34.63650928,0.154381646
451,M,1,30,89.98333333,2.679288766,118.5481006,0.115513483,0.120931971,3.121303255,0.090594124,0.104114913,2.776162117,0.07655965,0.166958152,4.862433043,0.089527289,0.434728516,16.72233042,0.088617833,0.354098999,13.66522417,0.132604245,0.558477938,22.51260331,0.113665943,0.94400519,38.46072549,0.159730547,0.820641712,32.53912636,0.111397078
451,M,2,60,119.9833333,2.768718569,124.5112351,0.123585554,0.147683434,3.542500764,0.153117925,0.125256145,3.078805347,0.136327863,0.213493339,5.462802814,0.101255508,0.493030101,18.0893916,0.148333708,0.37649346,14.47121082,0.178402216,0.763229267,29.14159826,0.18230406,1.047741785,42.20518473,0.141910302,0.924616887,35.54679259,0.126940679
414,M,0,0,59.98333333,1.833677894,83.13030253,0.100054577,0.35926074,9.460299942,0.222593646,0.304688973,9.028702798,0.165185363,0.391613084,11.42129565,0.194861296,0.835683002,29.51588309,0.190661801,0.824234371,32.17629169,0.134322339,0.482305063,19.39388341,0.065397977,1.195633647,47.63964907,0.12631787,0.732841573,26.27377262,0.14678993
414,M,1,30,89.98333333,1.836755952,83.04013213,0.100649387,0.338080163,8.802775304,0.186828152,0.287887659,8.565518684,0.152765917,0.355185406,10.32837422,0.17540983,0.750032498,26.3656459,0.182594684,0.881442897,34.31013679,0.144397618,0.469064112,19.14277117,0.061899406,1.073184228,43.36928986,0.12167318,0.67144816,23.68821025,0.150907395
414,M,2,60,119.9833333,1.71654141,76.57688218,0.093412524,0.30795502,8.615594785,0.143946465,0.276428487,8.580634362,0.122557812,0.265542841,8.248183989,0.122654313,0.580773914,20.95102148,0.146224125,0.854222878,33.71242935,0.103969666,0.391247473,16.42046802,0.043438346,1.021726868,40.55509219,0.115770567,0.563779182,20.56170789,0.139183435
409,H,0,0,59.98333333,2.104230817,94.01446114,0.103938803,0.279372283,5.179797146,0.200518317,0.260078984,5.110653548,0.205879611,0.353666069,8.991978886,0.21141806,0.744878833,27.39335898,0.142682068,1.352458557,52.76515814,0.20658868,0.66200221,23.05778341,0.168778281,1.10997368,44.23217737,0.146402062,0.833166772,29.00024087,0.145592861
409,H,1,30,89.98333333,2.136869776,95.62789164,0.111789295,0.328796024,5.505271643,0.192808374,0.29453744,5.21881567,0.193197937,0.403186704,10.1460178,0.185419105,0.835343662,30.07009252,0.154834007,1.353009474,52.92038977,0.195967481,0.690228183,25.01869796,0.14916173,1.113143658,43.7520242,0.139980441,0.8852852,31.15923452,0.153974576
409,H,2,60,119.9833333,2.053627642,91.60790988,0.103355449,0.303701703,5.214644214,0.213280393,0.275452048,4.97674706,0.217926275,0.365561195,9.162613178,0.168097271,0.760712327,27.13083419,0.151304371,1.311010815,51.52030607,0.205139503,0.682830685,25.96099231,0.137542332,1.075398589,42.48265289,0.135559816,0.815929877,29.99249191,0.136335977
475,L,0,0,59.98333333,1.891643755,85.04748695,0.086942769,0.198866055,4.990651688,0.163618027,0.154992247,3.93420379,0.138989412,0.267107886,7.192368715,0.138756924,0.428361218,15.6465284,0.109422509,0.388082596,14.92899743,0.112548151,0.569432955,22.6973737,0.194656967,0.762712988,28.77809771,0.139171559,0.82127135,30.12236029,0.175403268
475,L,1,30,89.98333333,1.879034531,84.26979714,0.081146622,0.182147478,5.004139249,0.113894028,0.144239506,3.974073769,0.094276514,0.214717223,6.671912603,0.113377355,0.447532473,16.51979568,0.087924896,0.349776408,13.61820358,0.062624613,0.49524934,19.98165238,0.114601452,0.784401484,29.92201486,0.140733814,0.744608912,28.14301439,0.163193241
475,L,2,60,119.9833333,1.946255408,86.65527442,0.08159428,0.163467325,4.756572964,0.099858649,0.139043227,3.970740085,0.092938047,0.171831603,5.87388934,0.085779173,0.39850268,14.57253143,0.08502326,0.346245105,13.79078611,0.10709713,0.488279084,20.0348237,0.080201387,0.764751841,30.07851413,0.145957241,0.72611247,27.74895564,0.150868693
430,L,0,0,59.98333333,2.668584269,117.5932019,0.128769651,0.32369105,5.432161209,0.164888491,0.335728707,5.993052305,0.170936763,0.276500384,5.554424475,0.153224022,0.676447171,23.24154132,0.123815209,0.653085523,24.99631702,0.147301047,0.546878151,21.91650295,0.120873614,1.164889987,45.18916991,0.147342969,0.86792359,31.71842254,0.141470198
430,L,1,30,89.98333333,2.475022308,110.2878489,0.119475417,0.297568944,5.255506089,0.1408253,0.306071383,5.841947664,0.141794639,0.232869196,4.72411135,0.145835108,0.53179938,18.86981598,0.102921838,0.577931297,22.3794976,0.094699432,0.67648733,26.11697748,0.153690423,1.098158415,43.75281563,0.139616317,0.766506325,29.16303528,0.118533303
430,L,2,60,119.9833333,2.398671762,106.1893733,0.114877723,0.212758635,4.565547744,0.093701573,0.238386528,5.397300479,0.105116131,0.144781648,3.486836509,0.104644495,0.429455444,15.99376439,0.077373905,0.477393243,18.81544707,0.073447569,0.507712015,21.02701492,0.107639107,0.979175511,39.03009969,0.121340911,0.679221188,26.52648039,0.09571756
453,M,0,0,59.98333333,2.110882294,93.12933812,0.111054893,0.252433329,6.071404935,0.154853291,0.251786353,6.619034159,0.143177478,0.3039542,7.531659922,0.175301092,0.699073159,24.48889693,0.114717219,0.321247015,12.61179452,0.106876605,0.487104756,20.21944342,0.068948478,1.029772034,41.21864899,0.127092273,0.772315037,27.27801864,0.128191467
453,M,1,30,89.98333333,2.068247044,92.21156333,0.10383436,0.219327641,5.300283913,0.151895071,0.237364274,5.836009038,0.160108465,0.241326044,6.552908205,0.152177351,0.638169767,22.74582479,0.131792213,0.3109116,12.45933885,0.108720387,0.494937162,20.58924771,0.078296067,0.955657577,38.45927583,0.115404859,0.715342388,25.48794717,0.116633149
453,M,2,60,119.9833333,2.029803185,90.19572169,0.101339076,0.25830741,5.661343714,0.155055353,0.284495428,6.506632583,0.161791502,0.269406155,6.957391209,0.183376066,0.677651607,24.00801323,0.146961498,0.361807387,14.19872694,0.089551976,0.547079295,21.89777782,0.127651361,1.034765874,41.64005305,0.131027439,0.743878913,26.45238164,0.130412902
416,M,0,0,59.98333333,2.334726635,105.2069663,0.113779108,0.268311428,6.876273128,0.124056712,0.227645632,6.343649673,0.083433146,0.330040146,10.18184283,0.195428511,0.825842565,30.1075207,0.158470645,0.869724417,34.35180358,0.128714961,0.902354222,38.69565043,0.098694155,0.797151905,31.30619707,0.08345107,0.785436039,28.61445077,0.178897571
416,M,1,30,89.98333333,2.182483031,98.48282162,0.103511239,0.255883727,6.803891466,0.111404479,0.210310619,6.318455418,0.077894461,0.297447386,8.858881186,0.15788065,0.714857511,27.42398884,0.13049824,0.889112677,35.50499619,0.115661267,1.096023732,45.58000624,0.135093708,0.769281012,30.97304618,0.072134086,0.704439243,26.13354063,0.17164426
416,M,2,60,119.9833333,2.149962397,97.10035976,0.101425655,0.245409649,6.717498052,0.097305422,0.201735539,6.054978352,0.069825317,0.280664051,8.41078835,0.133994572,0.643201781,24.94667816,0.112030231,0.893519245,35.73871887,0.099749514,0.946742445,40.17088663,0.105007299,0.771446562,31.23099118,0.073171937,0.685182279,25.38159695,0.146693106
477,L,0,0,59.98333333,0.521041986,23.53724136,0.036731263,0.188873546,3.034530191,0.184001801,0.162774067,2.758780529,0.169190653,0.233783442,4.300880382,0.203998572,0.417303869,13.99398058,0.151186202,0.269173286,9.887135014,0.107695011,0.175839953,7.410429058,0.044786837,0.630119289,24.45408993,0.122974586,0.74338146,26.55647792,0.126931938
477,L,1,30,89.98333333,0.434995051,19.14181338,0.022954211,0.117072706,2.370018365,0.086984494,0.101148147,2.184606044,0.063297423,0.142805071,3.162534117,0.130530723,0.281483923,9.392827302,0.080100727,0.172541741,6.320317815,0.049912002,0.124993685,5.074740818,0.032705461,0.482217648,18.82590459,0.07083995,0.626017336,21.95055407,0.117248372
477,L,2,60,119.9833333,0.424628222,18.87850861,0.023206173,0.100675065,2.212248454,0.070313519,0.088607384,2.130002752,0.062196784,0.120354202,2.779268772,0.093237358,0.272616476,9.224475812,0.063651419,0.148985776,5.559481674,0.047438968,0.097745827,4.173463647,0.023562659,0.452565617,17.48248233,0.076557629,0.60835215,20.90915637,0.119137004
432,L,0,0,59.98333333,2.448379449,111.0654139,0.122743955,0.322956748,6.202682181,0.171928788,0.291549029,6.291834608,0.196364497,0.370767038,7.520574127,0.179583769,0.694168451,23.684706,0.128976552,0.700114767,26.23914763,0.193232402,0.754667862,27.33262516,0.236091517,0.816773546,30.70457615,0.180687492,0.867518596,29.73357284,0.125153683
432,L,1,30,89.98333333,2.268089163,102.2013297,0.117384895,0.326396426,5.775452627,0.17509744,0.305799751,6.161039222,0.168267465,0.336044031,6.397790239,0.193291593,0.593154581,20.43892161,0.116522262,0.66338112,24.74740524,0.153195874,0.765997513,27.55142637,0.228964778,0.778869554,29.4028248,0.168230691,0.750035351,26.52090514,0.120724978
432,L,2,60,119.9833333,2.295297583,102.3480111,0.118746237,0.33205204,5.722378092,0.161058459,0.312101842,6.322335675,0.146315601,0.33410122,6.286523893,0.177649005,0.583585703,20.50851103,0.101035452,0.613757029,22.7840086,0.153176039,0.735096804,27.00801187,0.181202373,0.726264718,27.08341473,0.136617591,0.744994478,26.18569814,0.120836744
473,H,0,0,59.98333333,2.312566653,105.0169504,0.115663812,0.284038841,5.308410659,0.160954026,0.279149273,5.77485109,0.159189681,0.401036765,9.754669634,0.198341759,0.90569055,31.06782111,0.145656814,0.836899082,31.56716452,0.148438507,0.721551315,25.62198733,0.134581954,1.002606321,39.19639592,0.16967922,0.959627654,35.19866253,0.124858675
473,H,1,30,89.98333333,2.299446411,103.4215124,0.113250619,0.303312038,5.583484828,0.177511209,0.294477044,6.157156958,0.177655159,0.403916011,9.164384131,0.203366047,0.944305714,33.95442096,0.145907825,0.837241,31.21936379,0.146130583,0.685737905,24.02122202,0.128253756,0.996010811,37.65623886,0.173347651,0.95022006,35.7612285,0.127599733
473,H,2,60,119.9833333,2.21910764,99.08362402,0.110068435,0.253439488,5.033852284,0.170136005,0.251376453,5.552408191,0.172436704,0.330364028,8.24143602,0.161049639,0.802509147,30.26002177,0.141886039,0.784978404,29.12236126,0.131025473,0.500535846,19.26016019,0.089256041,0.889126965,33.91153003,0.156081786,0.897943671,33.9279452,0.123491465
412,H,0,0,59.98333333,2.390778931,105.6627878,0.128427746,0.336626383,5.812553221,0.189013363,0.326317674,5.925694727,0.19235443,0.32754544,7.25773444,0.167344681,0.682678802,23.90390758,0.122998171,0.696358124,24.10712445,0.195141197,0.363754129,14.17039962,0.127165823,0.602387833,22.84256415,0.116610244,0.743133392,27.12045412,0.125210493
412,H,1,30,89.98333333,2.234128424,98.45883597,0.108102109,0.397586021,6.253584752,0.177887684,0.381783717,6.42046076,0.168645008,0.33778229,7.022205584,0.174397232,0.617719589,21.4715521,0.116342913,0.65635019,22.17609449,0.147874006,0.382332769,15.37918336,0.056633127,0.570041183,21.92676167,0.091973408,0.681313124,25.45592296,0.072891462
412,H,2,60,119.9833333,2.248939249,100.7033945,0.103100508,0.391116769,6.241218204,0.19241784,0.372490876,6.372665545,0.16842743,0.33983376,7.084221123,0.204789942,0.618283901,20.61795761,0.109272129,0.623585765,20.99263859,0.163172773,0.455564203,17.4892522,0.068672872,0.57780135,22.72966582,0.095530377,0.684095051,25.13329173,0.076101034
