participant,condition,column,window_index,window_start,window_end,perc_recur,perc_determ,maxl_found,mean_line_length,std_line_length,entropy,laminarity,trapping_time,vmax,divergence,trend_lower_diag,trend_upper_diag
455,H,mouth_aperture,2,3600,7200,9.919653266812459,43.57580041834469,118.0,5.3496886428783235,1.993502133947791,2.3051916852045182,0.6473972615974712,6.28683122102251,56.0,0.00847457627118644,-3.8540002275583545,-3.8540002275583545
455,H,pupil_dx,0,0,3600,0.13147531080229968,4.555947029522537,9.0,4.411764705882353,0.8442764761416063,1.182028160011441,0.10235694326327299,4.54177897574124,8.0,0.1111111111111111,-0.04281733464471984,-0.04281733464471984
455,H,pupil_dx,1,1800,5400,0.16791015273402676,7.92427701674277,13.0,4.76,1.2326973907422918,1.7124488511218923,0.18816590563165905,4.715137067938022,15.0,0.07692307692307693,-0.03978398023535364,-0.03978398023535364
455,H,pupil_dx,2,3600,7200,0.18535287407968482,10.108583247156153,18.0,4.729838709677419,1.6594052490085183,1.5806136232272974,0.20975525680799725,4.685274302213667,13.0,0.05555555555555555,0.051835123424843116,0.051835123424843116
455,H,pupil_dy,0,0,3600,0.2738603090396584,12.335958005249344,13.0,4.895833333333333,1.4095511664145877,1.8647546689299694,0.26926217556138815,5.0179347826086955,19.0,0.07692307692307693,-0.11755070351081816,-0.11755070351081816
455,H,pupil_dy,1,1800,5400,0.2658257954527848,6.291311140487922,8.0,4.552173913043478,0.8965487281392828,1.444399343486049,0.17146376637423386,4.704863973619126,14.0,0.125,-0.0018355916717266423,-0.0018355916717266423
455,H,pupil_dy,2,3600,7200,0.14248083736563155,2.8475336322869955,7.0,4.379310344827586,0.6650793628270999,1.1593562360355185,0.08710762331838565,4.504347826086956,8.0,0.14285714285714285,-0.016317387825585134,-0.016317387825585134
455,H,pupil_metric,0,0,3600,0.13682632879753362,3.9808545412094327,8.0,4.428571428571429,0.7460470969529907,1.2203394316373395,0.1083352790100397,4.419047619047619,9.0,0.125,-0.04863786254885364,-0.04863786254885364
455,H,pupil_metric,1,1800,5400,0.14220929316885847,4.515331910591935,8.0,4.620689655172414,0.9252695079309485,1.5342114732471404,0.1101314163765023,4.456818181818182,9.0,0.125,-0.01659510834727939,-0.01659510834727939
455,H,pupil_metric,2,3600,7200,0.1100233192572276,2.772938443670151,8.0,4.340909090909091,0.7670244104857371,1.0361311400710527,0.08885017421602788,4.402877697841727,8.0,0.125,-0.014067952384509422,-0.014067952384509422
