participant,condition,window_start,window_end,track_point_accuracy,resman_point_accuracy,sysmon_point_accuracy,comms_point_accuracy,mean_sysmon_response_time,mean_comms_response_time,window_index
409,M,30,90,1.0,0.5833333333333334,0.25,0.6666666666666666,1000.0,3.0921200000000013,1
409,M,60,120,0.9494736842105264,0.55,0.4,1.0,1800.0,3.5250970000000024,2
467,L,0,60,1.0,1.0,1.0,1.0,1600.0,2.896371000000002,0
467,L,30,90,0.9329769736842104,0.9,0.0,1.0,0.0,3.327025000000006,1
467,L,60,120,0.8432432432432433,0.7666666666666667,0.0,1.0,0.0,3.75767900000001,2
429,H,0,60,0.7018633540372671,0.8,0.6666666666666666,0.3333333333333333,4142.857142857143,5.776328000000001,0
429,H,30,90,0.8433485288023208,0.9166666666666666,0.5454545454545454,0.3333333333333333,4375.0,4.4443040000000025,1
429,H,60,120,0.88107202680067,0.9666666666666668,0.5714285714285714,1.0,3240.0,5.321833000000012,2
407,L,0,60,0.7875101378751014,1.0,0.3333333333333333,1.0,3466.6666666666665,2.1241695000000007,0
407,L,30,90,0.9555914412595882,1.0,0.75,0.0,4066.6666666666665,0.0,1
407,L,60,120,0.9895330112721415,0.9666666666666668,0.5,0.0,5200.0,0.0,2
440,M,0,60,0.9657308009909166,1.0,0.1428571428571428,1.0,2533.3333333333335,4.065483999999998,0
440,M,30,90,0.8397836038285477,1.0,0.3333333333333333,0.5,4066.6666666666665,4.065483999999998,1
440,M,60,120,0.8635983263598327,1.0,0.8,1.0,2600.0,3.1453189999999935,2
442,M,0,60,1.0,1.0,1.0,0.0,2250.0,0.0,0
442,M,30,90,1.0,1.0,1.0,0.0,2100.0,0.0,1
442,M,60,120,1.0,0.9666666666666668,1.0,0.0,3500.0,0.0,2
438,H,0,60,1.0,0.55,0.8333333333333334,0.5,4760.0,4.123849999999999,0
438,H,30,90,0.97608057070919,0.6833333333333333,1.0,0.0,2942.8571428571427,0.0,1
438,H,60,120,0.9150189314261674,0.8166666666666667,0.625,1.0,2800.0,3.4359945000000067,2
421,H,0,60,0.957983193277311,0.8333333333333334,1.0,0.6666666666666666,2488.8888888888887,3.267368000000002,0
421,H,30,90,0.9186923721709976,0.9833333333333332,1.0,0.6666666666666666,2142.8571428571427,3.066339000000003,1
421,H,60,120,0.9155871291266192,0.8666666666666667,1.0,1.0,4360.0,4.162524999999988,2
452,H,0,60,0.8280389665396019,0.9,1.0,0.5,3285.714285714286,4.4672629999999955,0
452,H,30,90,0.9974736842105264,0.4166666666666667,1.0,1.0,2466.6666666666665,4.659388666666665,1
452,H,60,120,0.6840775063184499,0.0833333333333333,0.8571428571428571,1.0,3933.3333333333335,4.6330375,2
427,L,0,60,0.9138655462184874,1.0,1.0,1.0,1200.0,4.0779679999999985,0
427,L,30,90,0.960735171261487,1.0,0.5,0.0,4333.333333333333,0.0,1
427,L,60,120,0.8334032731850608,1.0,0.75,1.0,4314.285714285715,3.780040999999997,2
416,L,0,60,1.0,0.9333333333333332,1.0,1.0,1700.0,4.376238999999998,0
416,L,30,90,0.9665970772442588,0.8333333333333334,1.0,1.0,1880.0,4.376238999999998,1
416,L,60,120,0.9664851277754504,0.9,0.6,1.0,1750.0,4.399505999999988,2
462,M,0,60,0.9480897009966778,1.0,0.1666666666666666,0.5,3933.3333333333335,4.9229680000000045,0
462,M,30,90,1.0,1.0,0.5,0.6666666666666666,1200.0,5.451259,1
462,M,60,120,1.0,0.9333333333333332,0.5,1.0,1200.0,4.574554000000006,2
424,L,0,60,1.0,1.0,1.0,1.0,1500.0,3.7256034999999983,0
424,L,30,90,1.0,1.0,1.0,1.0,1500.0,3.653739999999999,1
424,L,60,120,1.0,1.0,1.0,0.0,1450.0,0.0,2
447,M,0,60,0.9522613065326632,1.0,0.5714285714285714,1.0,4350.0,4.5502970000000005,0
447,M,30,90,0.560200668896321,1.0,0.3333333333333333,0.3333333333333333,4600.0,4.5502970000000005,1
447,M,60,120,0.4581052631578947,1.0,0.0,1.0,3400.0,3.795442999999999,2
418,M,0,60,1.0,1.0,1.0,0.5,933.3333333333334,4.141103999999999,0
418,M,30,90,1.0,1.0,1.0,1.0,1920.0,3.914219000000003,1
418,M,60,120,1.0,1.0,0.75,1.0,3200.0,3.646518,2
437,H,0,60,0.9055018899622008,0.65,1.0,0.6666666666666666,3833.3333333333335,4.507505,0
437,H,30,90,0.9357530246141008,0.4833333333333333,1.0,1.0,2666.6666666666665,3.1614780000000025,1
437,H,60,120,0.8393825615352524,0.8333333333333334,0.875,1.0,2428.5714285714284,3.923608999999999,2
409,L,0,60,0.90696686491079,0.55,1.0,1.0,1880.0,3.1944365000000055,0
409,L,30,90,0.8880471380471381,0.45,1.0,1.0,1300.0,3.142807000000005,1
409,L,60,120,0.9517212426532324,0.7666666666666667,1.0,0.0,2200.0,0.0,2
421,M,0,60,0.9187293729372936,1.0,0.25,0.5,2750.0,3.943089999999998,0
421,M,30,90,1.0,1.0,0.5,0.5,1400.0,3.7276250000000033,1
421,M,60,120,1.0,1.0,1.0,1.0,4300.0,2.5396669999999943,2
424,M,0,60,0.8834459459459459,1.0,1.0,1.0,3533.3333333333335,3.6519499999999994,0
424,M,30,90,0.951219512195122,1.0,1.0,0.6666666666666666,2000.0,3.561965999999998,1
424,M,60,120,0.9520807061790668,1.0,1.0,1.0,4800.0,3.4946904999999973,2
402,M,0,60,1.0,0.6666666666666666,1.0,0.6666666666666666,1950.0,3.077747500000001,0
402,M,30,90,0.963628762541806,0.7,1.0,1.0,3000.0,3.4400970000000086,1
402,M,60,120,0.9634760705289672,0.9166666666666666,0.7142857142857143,0.0,4900.0,0.0,2
423,M,0,60,0.9674968341072182,1.0,1.0,1.0,1250.0,1.943663000000002,0
423,M,30,90,0.9677554438860972,1.0,0.6666666666666666,1.0,1800.0,2.1216260000000062,1
423,M,60,120,1.0,0.9833333333333332,0.7142857142857143,0.0,1766.6666666666667,0.0,2
466,H,0,60,0.8349875930521092,0.3166666666666666,0.5,0.5,5000.0,6.305410999999999,0
466,H,30,90,0.9174958540630184,0.0,0.0,0.5,0.0,4.8493409999999955,1
466,H,60,120,0.9371069182389936,0.0,0.0,1.0,0.0,5.090970499999997,2
412,L,0,60,1.0,1.0,0.5,1.0,6533.333333333333,3.536875000000002,0
412,L,30,90,1.0,0.9833333333333332,0.6,0.5,3450.0,3.536875000000002,1
412,L,60,120,1.0,0.9833333333333332,0.6666666666666666,1.0,4080.0,7.026396000000005,2
477,H,0,60,0.7644389438943895,0.3166666666666666,1.0,0.5,2866.6666666666665,3.423131999999999,0
477,H,30,90,0.7185826122785332,0.2,0.0,0.0,0.0,5.2185910000000035,1
477,H,60,120,0.7239085239085239,0.7,0.0,0.5,0.0,5.161829999999995,2
418,H,0,60,0.7852965747702589,0.9333333333333332,0.6,1.0,2100.0,3.439235,0
418,H,30,90,0.9339188624006692,0.9333333333333332,0.5555555555555556,1.0,1914.2857142857144,3.636209000000001,1
418,H,60,120,0.9278481012658228,1.0,1.0,1.0,2033.3333333333333,3.527928000000003,2
472,L,0,60,1.0,1.0,0.5,0.0,2400.0,0.0,0
472,L,30,90,1.0,1.0,0.0,1.0,0.0,2.9487080000000105,1
472,L,60,120,1.0,1.0,0.0,1.0,0.0,2.8820209999999946,2
429,L,0,60,1.0,1.0,1.0,1.0,1533.3333333333333,4.727505000000001,0
429,L,30,90,1.0,0.9666666666666668,1.0,1.0,2533.3333333333335,4.727505000000001,1
429,L,60,120,1.0,0.7666666666666667,1.0,1.0,2600.0,6.906312999999997,2
408,M,0,60,0.9869308600337268,1.0,1.0,1.0,2133.3333333333335,3.211202,0
408,M,30,90,1.0,1.0,1.0,0.5,1120.0,3.1431560000000047,1
408,M,60,120,1.0,1.0,1.0,1.0,1428.571428571429,3.332063500000004,2
434,M,0,60,0.9899749373433584,1.0,0.375,0.6666666666666666,2950.0,4.454059000000001,0
434,M,30,90,1.0,0.9,0.0,1.0,1200.0,5.281865000000003,1
434,M,60,120,0.9437919463087248,0.6666666666666666,0.3333333333333333,0.0,1600.0,0.0,2
425,L,0,60,1.0,1.0,1.0,1.0,2733.3333333333335,5.819165999999996,0
425,L,30,90,0.9243243243243244,1.0,1.0,0.5,3080.0,5.819165999999996,1
425,L,60,120,0.9004600585529068,1.0,1.0,-1.0,3160.0,0.0,2
459,L,0,60,1.0,1.0,1.0,0.0,1000.0,0.0,0
459,L,30,90,1.0,1.0,0.3333333333333333,1.0,2000.0,2.7363870000000077,1
459,L,60,120,1.0,0.9833333333333332,0.0,1.0,3000.0,2.575880500000004,2
449,L,0,60,0.966707768187423,1.0,0.4,0.0,3533.3333333333335,0.0,0
449,L,30,90,1.0,1.0,0.7142857142857143,1.0,3233.3333333333335,3.7568760000000054,1
449,L,60,120,1.0,0.95,1.0,1.0,3700.0,4.431728000000007,2
446,M,0,60,0.1202820406470344,1.0,1.0,0.5,3566.6666666666665,3.980556,0
446,M,30,90,0.0764437058579144,1.0,1.0,1.0,3960.0,3.448784,1
446,M,60,120,0.2339891167852658,1.0,1.0,1.0,4450.0,3.025452999999999,2
408,H,0,60,0.9229792636479052,1.0,1.0,1.0,2675.0,3.3834779999999993,0
408,H,30,90,0.9767638360794254,0.9333333333333332,1.0,1.0,3088.8888888888887,3.368206499999999,1
408,H,60,120,0.930262045646661,0.7333333333333333,0.7142857142857143,1.0,3566.6666666666665,3.368206499999999,2
460,L,0,60,1.0,0.9333333333333332,1.0,1.0,1800.0,4.990372999999998,0
460,L,30,90,1.0,0.9333333333333332,1.0,0.0,1200.0,0.0,1
460,L,60,120,0.9802188552188552,1.0,-1.0,1.0,0.0,4.2150840000000045,2
455,H,0,60,0.9056291390728476,0.9166666666666666,1.0,0.5,5066.666666666667,7.847665999999997,0
455,H,30,90,0.9341940857975845,0.95,1.0,0.3333333333333333,6100.0,7.847665999999997,1
455,H,60,120,0.926870037609695,0.9166666666666666,1.0,0.5,1600.0,5.679367999999997,2
444,L,0,60,0.8553226469379367,0.8,0.0,1.0,4000.0,3.401141000000001,0
444,L,30,90,0.8410214168039539,0.6833333333333333,0.0,0.0,3600.0,0.0,1
444,L,60,120,0.9180191427382438,0.8666666666666667,1.0,0.0,2400.0,0.0,2
419,H,0,60,0.5892028679881907,0.3,0.4545454545454545,0.5,4000.0,4.407247499999999,0
419,H,30,90,0.7425576519916143,0.2,0.5714285714285714,0.6666666666666666,2600.0,4.656042499999998,1
419,H,60,120,0.9249475890985324,0.7,1.0,1.0,2800.0,3.392906499999995,2
458,H,0,60,0.9195450716090986,1.0,1.0,0.75,3600.0,2.906671333333333,0
458,H,30,90,0.9104665825977302,1.0,0.0,1.0,0.0,3.038562666666666,1
458,H,60,120,0.9609243697478992,1.0,1.0,0.0,1200.0,0.0,2
431,M,0,60,0.9524810765349032,1.0,0.8,0.0,4750.0,0.0,0
431,M,30,90,0.9129886506935688,0.9,0.8,1.0,4300.0,4.236645666666668,1
431,M,60,120,0.8298319327731093,0.9,1.0,1.0,4040.0,4.577403000000004,2
441,H,0,60,0.9471729261246388,0.6833333333333333,0.75,0.6666666666666666,2657.1428571428573,2.9308155000000022,0
441,H,30,90,0.994641384995878,0.1833333333333333,0.7777777777777778,0.6666666666666666,2075.0,2.775145000000002,1
441,H,60,120,0.9616346955796498,0.05,0.75,1.0,2228.5714285714284,2.5952470000000005,2
427,M,0,60,0.7877668308702791,0.7166666666666667,1.0,0.5,3650.0,3.1043209999999988,0
427,M,30,90,0.8679012345679012,0.5,0.8,1.0,2850.0,3.8249160000000018,1
427,M,60,120,0.9157631359466222,0.5,0.6666666666666666,1.0,1600.0,3.8249160000000018,2
463,M,0,60,0.9961554891072192,1.0,1.0,1.0,1300.0,3.356061000000004,0
463,M,30,90,0.9957501062473438,1.0,0.6666666666666666,1.0,1400.0,2.8040375000000033,1
463,M,60,120,0.950486669487939,1.0,0.6666666666666666,1.0,3300.0,3.3753554999999977,2
416,H,0,60,0.8269720101781171,0.95,0.6,1.0,2850.0,4.409862499999999,0
416,H,30,90,0.7451476793248946,0.9833333333333332,0.0909090909090909,1.0,3133.3333333333335,5.237112999999994,1
416,H,60,120,0.688655462184874,0.7333333333333333,0.3333333333333333,1.0,1933.3333333333333,4.655169999999998,2
476,L,0,60,0.463810316139767,0.4333333333333333,0.0,1.0,0.0,2.3556126666666657,0
476,L,30,90,0.5276507276507276,0.25,0.0,-1.0,0.0,2.684562999999997,1
476,L,60,120,0.6203007518796992,0.55,0.5,-2.0,1000.0,1.5602460000000065,2
422,H,0,60,0.9953508030431109,0.9,1.0,0.5,2955.5555555555557,3.4619319999999973,0
422,H,30,90,0.8819561551433389,0.4,0.6,0.6666666666666666,1933.3333333333333,2.8170585000000017,1
422,H,60,120,0.8194036119277615,0.0,0.2,1.0,1200.0,3.5432759999999988,2
432,H,0,60,0.9333333333333332,0.7833333333333333,0.7142857142857143,0.6666666666666666,3320.0,3.282615,0
432,H,30,90,0.979324894514768,0.8833333333333333,0.625,1.0,4200.0,3.656081333333335,1
432,H,60,120,0.9333895446880268,0.9833333333333332,0.7142857142857143,1.0,4280.0,2.8359510000000085,2
471,L,0,60,0.9639261744966444,0.9833333333333332,0.0,0.5,0.0,2.7201410000000052,0
471,L,30,90,0.9638351555929352,0.9833333333333332,0.0,1.0,0.0,2.7968129999999967,1
471,L,60,120,1.0,1.0,0.0,0.0,0.0,0.0,2
456,H,0,60,0.9611322348964936,0.55,1.0,0.6666666666666666,5800.0,4.774619500000002,0
456,H,30,90,0.9109243697478993,0.5833333333333334,0.1666666666666666,1.0,5500.0,4.066646000000006,1
456,H,60,120,0.9151616967660646,0.6333333333333333,-0.25,1.0,0.0,3.909292000000008,2
470,H,0,60,0.8797336662505202,1.0,1.0,0.5,1666.6666666666667,3.1412070000000014,0
470,H,30,90,0.9213483146067416,1.0,0.8333333333333334,0.5,1600.0,2.877834,1
470,H,60,120,0.7246437552388936,1.0,0.75,1.0,2600.0,3.5058734999999928,2
442,H,0,60,0.9332227291580256,0.5166666666666667,1.0,0.3333333333333333,3320.0,1.511357000000002,0
442,H,30,90,0.9332504145936982,0.4333333333333333,0.5714285714285714,0.0,4960.0,0.0,1
442,H,60,120,0.9819479429051218,0.4166666666666667,0.2727272727272727,0.0,3560.0,0.0,2
417,M,0,60,1.0,1.0,1.0,1.0,2566.6666666666665,6.081101000000004,0
417,M,30,90,1.0,1.0,1.0,0.0,2733.3333333333335,0.0,1
417,M,60,120,1.0,1.0,1.0,1.0,1850.0,3.837796500000003,2
464,M,0,60,1.0,0.7166666666666667,0.0,1.0,0.0,3.065980999999999,0
464,M,30,90,0.915427114322142,0.5,1.0,0.5,1600.0,2.8401970000000034,1
464,M,60,120,0.8063829787234043,0.6333333333333333,1.0,1.0,1600.0,2.7921624999999963,2
463,L,0,60,1.0,0.8333333333333334,1.0,0.5,3800.0,3.0686339999999994,0
463,L,30,90,1.0,0.8166666666666667,1.0,1.0,3800.0,3.150159000000002,1
463,L,60,120,1.0,0.9833333333333332,0.0,0.0,0.0,0.0,2
447,L,0,60,1.0,1.0,0.3333333333333333,0.0,5333.333333333333,0.0,0
447,L,30,90,1.0,1.0,0.0,1.0,2600.0,5.161949000000007,1
447,L,60,120,0.7631578947368421,1.0,0.0,1.0,8800.0,3.531694999999999,2
430,M,0,60,1.0,1.0,1.0,0.5,2550.0,3.3813900000000032,0
430,M,30,90,1.0,1.0,1.0,1.0,1400.0,3.438411000000002,1
430,M,60,120,1.0,0.95,0.5714285714285714,1.0,2160.0,4.013036999999997,2
469,L,0,60,1.0,1.0,1.0,1.0,3000.0,2.796841500000001,0
469,L,30,90,1.0,1.0,1.0,0.0,3000.0,0.0,1
469,L,60,120,1.0,1.0,-1.0,0.0,0.0,0.0,2
454,L,0,60,0.9583156103785624,1.0,1.0,0.0,3700.0,0.0,0
454,L,30,90,1.0,1.0,1.0,0.5,2700.0,5.067064000000002,1
454,L,60,120,1.0,1.0,0.0,1.0,0.0,4.824677999999999,2
422,M,0,60,0.92094196804037,1.0,0.6666666666666666,0.3333333333333333,4080.0,4.627396999999995,0
422,M,30,90,1.0,1.0,0.4,1.0,4200.0,3.928167666666662,1
422,M,60,120,0.9835512442007592,1.0,0.5,0.0,3450.0,0.0,2
454,M,0,60,0.9817796610169492,1.0,0.0,1.0,0.0,3.7528989999999993,0
454,M,30,90,0.913647851727043,1.0,-1.0,1.0,0.0,3.9811045000000007,1
454,M,60,120,0.8873892872205821,1.0,-1.0,1.0,0.0,3.9811045000000007,2
439,L,0,60,0.9452861952861952,1.0,1.0,1.0,1700.0,3.3301460000000027,0
439,L,30,90,1.0,1.0,1.0,0.0,1700.0,0.0,1
439,L,60,120,1.0,1.0,0.8333333333333334,1.0,2880.0,3.5683119999999917,2
413,L,0,60,0.9436974789915966,0.6666666666666666,0.3333333333333333,1.0,3466.6666666666665,4.0177725,0
413,L,30,90,0.992421052631579,0.5333333333333333,1.0,0.0,3840.0,0.0,1
413,L,60,120,1.0,0.8666666666666667,1.0,0.0,3400.0,0.0,2
446,L,0,60,0.2257250945775536,1.0,1.0,1.0,4600.0,3.921124999999997,0
446,L,30,90,0.3444816053511705,1.0,1.0,0.5,3800.0,3.921124999999997,1
446,L,60,120,0.1892797319932998,1.0,1.0,1.0,3866.6666666666665,3.6178879999999936,2
438,L,0,60,1.0,0.8166666666666667,0.6,0.0,4000.0,0.0,0
438,L,30,90,1.0,0.65,0.5714285714285714,0.5,4920.0,3.593586000000002,1
438,L,60,120,1.0,0.5833333333333334,0.75,1.0,5466.666666666667,3.593586000000002,2
414,L,0,60,0.9528380634390652,1.0,1.0,1.0,2440.0,4.436841000000001,0
414,L,30,90,0.9525409491810164,1.0,1.0,1.0,2133.3333333333335,4.249515000000002,1
414,L,60,120,0.8976510067114094,1.0,1.0,1.0,2533.3333333333335,4.062189000000004,2
469,H,0,60,0.8741610738255033,0.9666666666666668,1.0,0.6666666666666666,1200.0,3.368482499999998,0
469,H,30,90,0.8993344425956739,1.0,0.0,1.0,0.0,3.3273579999999967,1
469,H,60,120,0.8731218697829716,1.0,0.0,1.0,0.0,3.295387000000005,2
428,L,0,60,0.8949367088607595,1.0,0.8,1.0,3950.0,2.752875000000003,0
428,L,30,90,0.9143936214855224,1.0,0.75,1.0,1266.6666666666667,2.7198920000000015,1
428,L,60,120,0.9920368818105616,0.7666666666666667,1.0,0.0,2266.6666666666665,0.0,2
457,M,0,60,0.896037494674052,1.0,1.0,1.0,8600.0,3.2277410000000017,0
457,M,30,90,0.9809966216216216,1.0,1.0,0.0,1200.0,0.0,1
457,M,60,120,0.9411269974768712,0.9166666666666666,1.0,1.0,1300.0,3.000482499999997,2
460,M,0,60,0.7486452688620259,0.3166666666666666,0.6666666666666666,1.0,1600.0,4.761263999999998,0
460,M,30,90,0.7268925135926391,0.0,1.0,1.0,2057.1428571428573,4.408787000000004,1
460,M,60,120,0.8575655114116653,0.0,1.0,1.0,3450.0,3.8100430000000074,2
475,M,0,60,1.0,0.8833333333333333,1.0,1.0,3050.0,2.523681,0
475,M,30,90,1.0,0.9833333333333332,1.0,1.0,1866.6666666666667,2.8891069999999957,1
475,M,60,120,1.0,1.0,1.0,1.0,3200.0,2.669610999999996,2
445,L,0,60,1.0,1.0,0.6,0.0,1950.0,0.0,0
445,L,30,90,1.0,1.0,0.25,0.5,3400.0,3.872154999999992,1
445,L,60,120,0.9949685534591196,1.0,0.5,1.0,4600.0,4.505441000000005,2
457,H,0,60,0.8856427378964942,0.6666666666666666,1.0,1.0,2600.0,3.3050949999999997,0
457,H,30,90,0.9003350083752094,0.5,1.0,0.0,1933.3333333333333,0.0,1
457,H,60,120,0.8116063919259883,0.25,1.0,1.0,2400.0,3.3313615,2
433,H,0,60,0.7459983150800337,0.8166666666666667,0.5,0.75,4200.0,3.363431666666667,0
433,H,30,90,0.6707317073170732,0.7,0.4,0.5,5360.0,3.6757285000000017,1
433,H,60,120,0.7830665543386689,0.8833333333333333,0.375,0.0,6100.0,0.0,2
459,M,0,60,0.9876753081172972,1.0,0.75,0.6666666666666666,1666.6666666666667,2.6848715,0
459,M,30,90,0.987779182469448,1.0,0.0,1.0,0.0,2.439708000000003,1
459,M,60,120,1.0,1.0,0.0,0.0,0.0,0.0,2
464,H,0,60,0.6213836477987421,0.3166666666666666,1.0,0.6666666666666666,3000.0,3.3463770000000004,0
464,H,30,90,0.7993324989570296,0.25,0.0,1.0,0.0,3.2448750000000004,1
464,H,60,120,0.7686472819216182,0.75,1.0,1.0,1800.0,3.358639999999994,2
441,M,0,60,1.0,1.0,1.0,1.0,2700.0,3.022300999999999,0
441,M,30,90,1.0,1.0,1.0,0.0,2000.0,0.0,1
441,M,60,120,1.0,1.0,1.0,1.0,1500.0,2.879095999999997,2
432,M,0,60,0.9817719372615517,1.0,1.0,0.6666666666666666,4000.0,2.9402909999999975,0
432,M,30,90,0.9582982308340354,0.95,1.0,1.0,3066.6666666666665,3.5705085000000025,1
432,M,60,120,0.9121479613282892,0.9,1.0,0.0,4700.0,0.0,2
404,H,0,60,0.943929173693086,1.0,0.5555555555555556,0.75,3120.0,4.349915666666665,0
404,H,30,90,0.931179185900126,1.0,0.5,0.5,2200.0,3.81691,1
404,H,60,120,0.9531843104175454,1.0,0.8,0.0,5650.0,0.0,2
435,L,0,60,1.0,1.0,1.0,1.0,2371.4285714285716,3.185255500000002,0
435,L,30,90,1.0,1.0,1.0,1.0,1200.0,3.316914000000004,1
435,L,60,120,1.0,1.0,1.0,0.0,1400.0,0.0,2
439,H,0,60,0.9395348837209302,1.0,0.8,1.0,5100.0,3.0973573333333313,0
439,H,30,90,0.989071038251366,1.0,0.5555555555555556,1.0,2866.6666666666665,2.680613000000005,1
439,H,60,120,0.9337803855825648,1.0,0.6,1.0,1900.0,2.24355700000001,2
454,H,0,60,0.8523153942428036,1.0,1.0,1.0,1266.6666666666667,5.138389500000001,0
454,H,30,90,0.8101424979044426,1.0,1.0,0.6666666666666666,1266.6666666666667,5.011582499999999,1
454,H,60,120,0.8294117647058824,0.85,1.0,1.0,1300.0,4.3416104999999945,2
418,L,0,60,1.0,1.0,1.0,1.0,3300.0,3.283877000000004,0
418,L,30,90,1.0,1.0,0.6,0.0,4000.0,0.0,1
418,L,60,120,1.0,1.0,0.3333333333333333,1.0,2200.0,3.3379770000000093,2
473,H,0,60,0.8795589482612384,0.7333333333333333,0.8571428571428571,0.6666666666666666,2166.6666666666665,3.786463666666667,0
473,H,30,90,0.9089383130507764,0.5,1.0,-2.0,2428.5714285714284,3.5464880000000107,1
473,H,60,120,0.8716870004206984,0.7666666666666667,1.0,0.0,2250.0,3.5464880000000107,2
448,L,0,60,0.9116533445519562,0.95,0.2,1.0,1700.0,3.7434119999999993,0
448,L,30,90,0.912244045131634,0.55,0.25,-1.0,2800.0,0.0,1
448,L,60,120,1.0,0.3166666666666666,0.2,1.0,3600.0,4.011558000000008,2
422,L,0,60,1.0,1.0,1.0,1.0,2133.3333333333335,2.6573020000000014,0
422,L,30,90,1.0,1.0,1.0,1.0,1600.0,3.2837459999999936,1
422,L,60,120,1.0,1.0,0.8,1.0,1250.0,3.2837459999999936,2
425,H,0,60,0.980956411341515,0.95,0.625,0.6666666666666666,3100.0,4.910407500000002,0
425,H,30,90,0.9629941126997476,0.95,0.6666666666666666,0.3333333333333333,1400.0,4.6944230000000005,1
425,H,60,120,0.9170159262363788,0.85,0.75,1.0,1942.857142857143,4.7355110000000025,2
470,M,0,60,0.9831009716941276,1.0,1.0,1.0,2200.0,3.2392360000000027,0
470,M,30,90,1.0,1.0,1.0,1.0,1100.0,3.2270750000000064,1
470,M,60,120,0.9785714285714284,1.0,1.0,1.0,1200.0,3.1767600000000016,2
473,M,0,60,0.9864521591871296,1.0,1.0,0.0,2200.0,0.0,0
473,M,30,90,0.98192517864649,1.0,1.0,0.5,2600.0,4.144824,1
473,M,60,120,0.9818335445711872,0.9166666666666666,0.0,1.0,0.0,3.956208333333336,2
461,M,0,60,1.0,1.0,0.0,0.0,0.0,0.0,0
461,M,30,90,1.0,0.9666666666666668,1.0,1.0,4866.666666666667,3.6456289999999942,1
461,M,60,120,1.0,0.9666666666666668,1.0,1.0,4300.0,3.8240749999999935,2
417,H,0,60,0.9635373009220451,0.8166666666666667,0.8333333333333334,0.5,2560.0,4.453743000000003,0
417,H,30,90,0.9591922591501894,0.9166666666666666,0.625,1.0,2700.0,4.446070666666668,1
417,H,60,120,0.9735738255033556,0.85,0.5555555555555556,1.0,2633.3333333333335,3.663761000000001,2
465,H,0,60,0.8904862579281184,0.6666666666666666,1.0,1.0,4160.0,3.356211000000002,0
465,H,30,90,0.8610878661087866,0.5,1.0,0.6666666666666666,5100.0,3.555715500000005,1
465,H,60,120,0.9051003344481604,0.5,1.0,0.6666666666666666,2400.0,5.406881000000006,2
450,L,0,60,0.9182493806771264,1.0,1.0,0.0,4550.0,0.0,0
450,L,30,90,0.9942220387948824,1.0,1.0,0.0,1800.0,0.0,1
450,L,60,120,0.9941642350979576,0.9166666666666666,1.0,1.0,2750.0,5.286366499999993,2
466,L,0,60,1.0,0.7333333333333333,1.0,1.0,2900.0,5.152543999999999,0
466,L,30,90,1.0,0.7333333333333333,1.0,0.0,3000.0,0.0,1
466,L,60,120,0.9778335424508574,1.0,1.0,1.0,2000.0,4.787295,2
475,H,0,60,0.7867118070249682,1.0,0.75,0.6666666666666666,5933.333333333333,2.3560754999999975,0
475,H,30,90,0.9377104377104376,1.0,0.8,1.0,3100.0,2.1707040000000006,1
475,H,60,120,0.9471698113207548,1.0,0.625,1.0,4100.0,2.2954500000000024,2
425,M,0,60,0.9819023569023568,1.0,0.6666666666666666,0.6666666666666666,3120.0,6.0863169999999975,0
425,M,30,90,0.9820384294068504,1.0,1.0,0.0,1360.0,6.001382,1
425,M,60,120,1.0,1.0,0.4285714285714285,0.0,1320.0,0.0,2
430,H,0,60,0.8407669862442685,0.7333333333333333,1.0,0.5,3080.0,3.581916999999999,0
430,H,30,90,0.9633838383838385,0.9166666666666666,0.6666666666666666,0.6666666666666666,3028.5714285714284,3.5319970000000005,1
430,H,60,120,0.8905660377358491,1.0,0.7,1.0,3475.0,3.675006499999995,2
443,M,0,60,0.992020159596808,1.0,0.75,1.0,2428.5714285714284,2.670372499999999,0
443,M,30,90,1.0,1.0,0.6666666666666666,1.0,1640.0,2.573675999999999,1
443,M,60,120,1.0,1.0,1.0,1.0,3066.6666666666665,3.9016689999999983,2
414,H,0,60,0.6621848739495798,0.3,0.8,0.5,3066.6666666666665,3.4532960000000017,0
414,H,30,90,0.6939203354297694,0.2333333333333333,1.0,1.0,2400.0,3.750383499999998,1
414,H,60,120,0.7849643007139857,0.7,1.0,1.0,2160.0,3.652715999999998,2
470,L,0,60,1.0,1.0,1.0,1.0,1200.0,2.827748500000002,0
470,L,30,90,1.0,1.0,1.0,1.0,1200.0,2.827748500000002,1
470,L,60,120,1.0,1.0,0.0,0.0,0.0,0.0,2
412,M,0,60,1.0,1.0,0.75,0.5,2428.5714285714284,3.941543000000003,0
412,M,30,90,1.0,1.0,0.5,1.0,2766.6666666666665,5.735233999999998,1
412,M,60,120,1.0,1.0,0.2,1.0,2000.0,5.125518,2
426,H,0,60,0.7698851552530838,0.3,0.9,0.5,3844.444444444444,3.6349329999999966,0
426,H,30,90,0.781633516716039,0.0,0.8571428571428571,1.0,3100.0,3.2627464999999987,1
426,H,60,120,0.724588781105019,0.1666666666666666,1.0,1.0,2650.0,3.643758999999996,2
467,M,0,60,0.9434837621256854,1.0,1.0,1.0,1933.3333333333333,2.9541875000000006,0
467,M,30,90,0.9437919463087248,1.0,1.0,1.0,4300.0,2.8512154999999986,1
467,M,60,120,1.0,1.0,1.0,1.0,7000.0,2.846913999999998,2
