participant,condition,window_start,window_end,track_point_accuracy,resman_point_accuracy,sysmon_point_accuracy,comms_point_accuracy,mean_sysmon_response_time,mean_comms_response_time,window_index
449,M,60,120,0.932829554995802,0.9,0.6666666666666666,1.0,2600.0,3.3610630000000015,2
426,L,0,60,1.0,0.7666666666666667,0.8,0.0,3550.0,0.0,0
426,L,30,90,0.9031990029081844,0.7166666666666667,0.75,0.5,2266.6666666666665,4.410193999999997,1
426,L,60,120,0.9020185029436502,0.95,1.0,1.0,1600.0,2.7668720000000064,2
451,L,0,60,0.9551417689377908,1.0,0.4285714285714285,1.0,2400.0,3.7381129999999985,0
451,L,30,90,1.0,1.0,1.0,0.0,1600.0,0.0,1
451,L,60,120,1.0,1.0,1.0,1.0,4000.0,2.554645000000008,2
443,H,0,60,0.9970464135021097,1.0,0.6666666666666666,0.0,2057.1428571428573,0.0,0
443,H,30,90,0.9801436417406,0.8333333333333334,1.0,0.6666666666666666,2320.0,4.956122499999999,1
443,H,60,120,0.9756200084068936,0.8333333333333334,1.0,1.0,3233.3333333333335,3.921365666666664,2
450,M,0,60,0.9535472972972971,1.0,1.0,0.5,2350.0,4.134397,0
450,M,30,90,0.8812421317666806,1.0,1.0,1.0,2400.0,4.8422900000000055,1
450,M,60,120,0.9055018899622008,1.0,0.8333333333333334,1.0,3160.0,3.902532999999991,2
471,H,0,60,0.948154292824554,0.5,1.0,1.0,1400.0,2.9072519999999997,0
471,H,30,90,0.9592854175321978,0.35,1.0,0.5,1400.0,3.895122999999998,1
471,H,60,120,0.8036088963491398,0.3833333333333333,1.0,1.0,1400.0,3.477503333333336,2
417,L,0,60,1.0,1.0,1.0,1.0,3600.0,4.724430999999999,0
417,L,30,90,1.0,1.0,1.0,1.0,2800.0,4.289721999999998,1
417,L,60,120,1.0,1.0,1.0,1.0,1440.0,4.289721999999998,2
453,L,0,60,1.0,1.0,0.25,0.5,1300.0,3.616305999999998,0
453,L,30,90,1.0,0.9833333333333332,0.4,1.0,1400.0,3.576845000000006,1
453,L,60,120,1.0,0.8333333333333334,0.6666666666666666,0.0,1520.0,0.0,2
441,L,0,60,1.0,1.0,1.0,1.0,3200.0,2.790483500000001,0
441,L,30,90,1.0,1.0,1.0,0.0,1333.3333333333333,0.0,1
441,L,60,120,1.0,1.0,1.0,0.0,1440.0,0.0,2
435,M,0,60,1.0,0.45,1.0,1.0,1450.0,3.477015999999999,0
