participant,condition,track_point_accuracy,resman_point_accuracy,sysmon_point_accuracy,comms_point_accuracy,mean_sysmon_response_time,mean_comms_response_time,window_index
450,L,0.9130434782608696,1.0,1.0,0.0,2600.0,0.0,2
450,L,0.9122362869198312,1.0,1.0,0.0,2320.0,0.0,3
450,L,1.0,1.0,0.8181818181818182,0.5,2060.0,4.411540000000002,4
450,L,1.0,1.0,0.75,0.6666666666666666,2257.1428571428573,4.900413000000015,5
450,L,1.0,1.0,1.0,0.5,2933.3333333333335,4.42951699999999,6
450,L,1.0,1.0,0.0,1.0,0.0,4.1401533333333305,7
450,L,1.0,1.0,0.0,0.0,0.0,0.0,8
450,L,1.0,1.0,0.0,0.0,0.0,0.0,9
450,L,1.0,1.0,0.0,0.0,0.0,0.0,10
450,L,0.9865996649916248,1.0,1.0,0.0,5200.0,0.0,11
450,L,0.9866388308977035,1.0,1.0,0.0,5200.0,0.0,12
450,L,1.0,1.0,0.0,0.0,0.0,0.0,13
450,L,0.9642255892255892,1.0,1.0,1.0,4000.0,4.683058000000017,14
455,M,1.0,0.8333333333333334,1.0,1.0,2666.6666666666665,4.210385000000001,0
455,M,1.0,0.5833333333333334,1.0,1.0,2880.0,4.345497000000002,1
455,M,0.9745196324143692,0.75,1.0,1.0,3111.1111111111113,4.672628000000003,2
455,M,0.9744876620660812,1.0,1.0,0.0,2600.0,0.0,3
455,M,1.0,1.0,1.0,1.0,1300.0,4.24677650000001,4
455,M,1.0,1.0,1.0,1.0,1750.0,4.147097000000002,5
455,M,0.9668624161073824,1.0,1.0,0.0,1640.0,0.0,6
455,M,0.9667927700714586,1.0,1.0,1.0,1800.0,4.358503999999982,7
455,M,1.0,0.9833333333333332,1.0,1.0,2500.0,4.358503999999982,8
455,M,0.9908026755852842,0.9,0.0,0.0,0.0,0.0,9
455,M,0.980688497061293,0.9166666666666666,1.0,0.5,2800.0,3.950101499999988,10
455,M,0.981450252951096,0.9166666666666666,0.75,1.0,3400.0,4.68584233333335,11
455,M,0.991564740615774,0.9,0.8,0.0,3400.0,0.0,12
455,M,0.9810844892812106,0.9833333333333332,1.0,0.0,2733.3333333333335,0.0,13
455,M,0.9811399832355406,0.8166666666666667,1.0,1.0,3550.0,4.442075999999986,14
460,M,0.846409298464093,0.3166666666666666,0.3333333333333333,1.0,2880.0,5.007971499999999,0
460,M,0.980626545754328,0.0,0.4,0.5,1333.3333333333333,3.941502,1
460,M,1.0,0.0,1.0,1.0,1200.0,4.009059000000001,2
460,M,0.984421052631579,0.0,1.0,0.0,1800.0,0.0,3
460,M,0.9844668345927792,0.0,1.0,0.5,2180.0,3.999528999999995,4
460,M,1.0,0.0,1.0,1.0,2160.0,3.6676426666666657,5
460,M,0.9438390611902766,0.0,0.8333333333333334,0.6666666666666666,2527.2727272727275,4.351547999999994,6
460,M,0.7375737152485257,0.0,0.6666666666666666,1.0,3400.0,5.005207999999996,7
