participant,condition,track_point_accuracy,resman_point_accuracy,sysmon_point_accuracy,comms_point_accuracy,mean_sysmon_response_time,mean_comms_response_time,window_index
439,M,1.0,0.7166666666666667,1.0,0.5,2933.3333333333335,3.4391230000000093,3
439,M,0.9542785234899328,1.0,1.0,1.0,2550.0,2.6606273333333283,4
439,M,0.9540665823851664,0.9833333333333332,1.0,0.75,2600.0,2.701315666666659,5
439,M,0.990748528174937,0.9833333333333332,1.0,1.0,3800.0,2.639115333333327,6
439,M,0.9907834101382488,1.0,1.0,0.5,3920.0,2.8209109999999953,7
439,M,1.0,0.9333333333333332,1.0,0.6666666666666666,3500.0,2.9378690000000063,8
439,M,1.0,0.9333333333333332,0.0,1.0,0.0,3.1683015000000125,9
439,M,1.0,1.0,0.0,0.0,0.0,0.0,10
439,M,1.0,1.0,0.0,0.0,0.0,0.0,11
439,M,1.0,1.0,1.0,0.0,2900.0,0.0,12
439,M,1.0,1.0,1.0,0.0,2422.222222222222,0.0,13
439,M,0.9898862199747156,1.0,1.0,0.0,2360.0,0.0,14
445,L,1.0,1.0,1.0,1.0,1000.0,3.0651615000000003,0
445,L,1.0,1.0,1.0,1.0,1100.0,3.150092000000001,1
445,L,1.0,1.0,1.0,0.0,1200.0,0.0,2
445,L,1.0,1.0,0.8,0.6666666666666666,1900.0,4.6487009999999955,3
445,L,1.0,1.0,0.8571428571428571,0.5,1666.6666666666667,4.814190999999994,4
445,L,1.0,1.0,1.0,0.0,1960.0,0.0,5
445,L,1.0,1.0,1.0,1.0,2466.6666666666665,3.0249009999999856,6
445,L,1.0,1.0,0.0,1.0,0.0,3.051815999999974,7
445,L,1.0,1.0,1.0,0.0,1000.0,0.0,8
445,L,1.0,1.0,1.0,0.0,1333.3333333333333,0.0,9
445,L,1.0,1.0,1.0,0.0,1250.0,0.0,10
445,L,1.0,1.0,1.0,0.0,1314.2857142857142,0.0,11
445,L,1.0,1.0,1.0,0.0,1511.111111111111,0.0,12
445,L,1.0,1.0,0.8571428571428571,0.0,1433.3333333333333,0.0,13
445,L,1.0,1.0,0.8571428571428571,1.0,2633.3333333333335,3.314064999999971,14
407,H,0.7828,1.0,0.9,0.0,1888.888888888889,0.0,0
407,H,0.930993690851735,1.0,1.0,0.0,1466.6666666666667,0.0,1
407,H,0.7543789808917197,1.0,1.0,0.5,1236.3636363636365,1.6749379999999974,2
407,H,0.6694915254237288,1.0,1.0,0.5,1355.5555555555557,1.8631619999999884,3
407,H,0.8222940226171244,1.0,1.0,0.5,1933.3333333333333,1.7301070000000038,4
407,H,0.8412121212121212,1.0,0.6,0.5,3250.0,1.7538350000000094,5
407,H,0.8989939637826961,1.0,0.0,1.0,6200.0,1.8914919999999995,6
407,H,0.9503602882305844,1.0,1.0,1.0,3200.0,1.928148500000006,7
407,H,0.9306891025641024,1.0,1.0,0.5,2000.0,1.9171240000000012,8
407,H,0.827572347266881,1.0,1.0,0.5,1200.0,1.655904000000021,9
407,H,0.670404485382459,0.95,1.0,1.0,1257.142857142857,1.7641679999999835,10
407,H,0.6825269892043183,0.95,1.0,0.5,1725.0,1.6629120000000055,11
407,H,0.5693606755126659,1.0,1.0,0.8,2580.0,1.9014352500000056,12
407,H,0.3691437802907916,1.0,1.0,1.0,2616.6666666666665,1.8767215000000024,13
407,H,0.4678787878787879,0.9333333333333332,1.0,1.0,2160.0,1.893375500000019,14
456,L,0.9614587650227931,1.0,1.0,1.0,2320.0,3.796042999999999,0
456,L,0.9017412935323385,1.0,0.0,0.0,0.0,0.0,1
456,L,0.8928273561301084,1.0,0.0,0.0,0.0,0.0,2
456,L,0.8878191712013395,1.0,0.0,0.0,0.0,0.0,3
456,L,0.9260033444816054,1.0,0.0,0.0,0.0,0.0,4
456,L,0.9427257525083612,0.85,0.0,1.0,0.0,3.739249000000001,5
456,L,0.9519632414369256,0.8166666666666667,0.0,1.0,0.0,4.625676999999996,6
456,L,0.9720716965402252,0.9,0.0,1.0,0.0,4.625676999999996,7
456,L,0.8829875518672199,0.9333333333333332,0.0,0.0,2600.0,0.0,8
456,L,0.8263223656809663,1.0,0.5,1.0,1850.0,3.639667999999972,9
456,L,0.7536656891495601,1.0,1.0,1.0,1525.0,3.639667999999972,10
456,L,0.7360703812316716,1.0,1.0,0.0,1777.7777777777778,0.0,11
456,L,0.7474789915966387,0.85,0.4545454545454545,0.3333333333333333,1742.857142857143,3.683550000000025,12
456,L,0.7092974337400084,0.4833333333333333,0.2142857142857142,0.3333333333333333,2600.0,3.683550000000025,13
456,L,0.7059563758389261,0.6166666666666667,0.5454545454545454,1.0,3828.571428571429,5.636720000000025,14
428,H,0.9624843684868696,1.0,1.0,0.5,2771.4285714285716,2.6471279999999986,0
428,H,0.953020134228188,1.0,1.0,1.0,2766.6666666666665,2.402774000000008,1
428,H,0.944233206590621,1.0,0.75,0.6666666666666666,1857.142857142857,2.3715295000000083,2
428,H,0.9753924480271532,1.0,0.75,0.3333333333333333,3400.0,2.3402850000000086,3
428,H,0.9261146496815288,1.0,1.0,1.0,4320.0,2.5332190000000026,4
428,H,0.9020771513353116,1.0,0.8,1.0,1650.0,2.598321999999996,5
428,H,0.9528222409435552,0.9833333333333332,0.8333333333333334,0.0,1320.0,0.0,6
428,H,0.9616519174041298,0.9833333333333332,1.0,0.5,1657.142857142857,2.426648000000029,7
428,H,0.9363597793805684,1.0,0.6666666666666666,0.3333333333333333,2000.0,2.426648000000029,8
428,H,0.8622729193071398,1.0,0.625,1.0,2566.6666666666665,2.56212000000005,9
428,H,0.8880942364324779,1.0,1.0,0.0,2114.285714285714,0.0,10
428,H,0.7610993657505285,1.0,0.8888888888888888,1.0,2675.0,3.1554260000000056,11
428,H,0.6831850910631089,1.0,0.9166666666666666,1.0,3490.909090909091,3.041343000000012,12
428,H,0.8675664276676508,0.8666666666666667,1.0,0.6666666666666666,3340.0,2.609570500000018,13
428,H,0.8822044594026083,0.6333333333333333,1.0,1.0,3700.0,2.7228770000000018,14
465,H,0.8424543946932007,0.35,0.7777777777777778,0.5,3571.4285714285716,3.115289,0
465,H,0.9033735943356934,0.35,0.7142857142857143,0.5,3800.0,4.726469000000009,1
465,H,0.8777310924369748,0.8166666666666667,0.7272727272727273,0.0,3733.3333333333335,0.0,2
465,H,0.8664154103852596,0.9,0.75,0.5,2840.0,2.5453569999999957,3
465,H,0.9421383647798742,0.75,0.75,0.5,2942.8571428571427,3.262346000000008,4
465,H,0.9836134453781512,0.85,0.5,0.75,3666.6666666666665,3.1858410000000106,5
465,H,0.9196127946127948,1.0,1.0,0.6,1480.0,3.064101000000003,6
465,H,0.9113817723645528,1.0,1.0,0.5,1755.5555555555557,3.173692000000017,7
465,H,0.971560016729402,1.0,0.8,0.0,1866.6666666666667,0.0,8
465,H,0.9731993299832497,1.0,0.7777777777777778,0.0,1900.0,0.0,9
465,H,0.9932829554995802,1.0,1.0,0.0,2400.0,0.0,10
465,H,1.0,1.0,1.0,0.0,2000.0,0.0,11
465,H,1.0,1.0,1.0,0.0,1400.0,0.0,12
465,H,0.9744341994970662,1.0,1.0,0.6666666666666666,1133.3333333333333,3.3893314999999973,13
465,H,0.9745089845382364,0.9833333333333332,1.0,1.0,1866.6666666666667,2.5741190000000245,14
451,M,1.0,1.0,0.8,1.0,3000.0,2.9980090000000033,0
451,M,1.0,1.0,0.7777777777777778,0.75,3200.0,2.979390666666667,1
451,M,0.9651845637583892,1.0,1.0,1.0,2525.0,3.056413333333334,2
451,M,0.9338358458961474,1.0,1.0,0.0,2000.0,0.0,3
451,M,0.968421052631579,1.0,0.0,0.0,0.0,0.0,4
451,M,1.0,1.0,1.0,0.0,2900.0,0.0,5
451,M,1.0,0.9166666666666666,1.0,0.0,2533.3333333333335,0.0,6
451,M,1.0,0.9166666666666666,1.0,0.0,1800.0,0.0,7
451,M,1.0,1.0,1.0,0.0,1000.0,0.0,8
451,M,1.0,1.0,1.0,1.0,1666.6666666666667,2.1918420000000083,9
451,M,0.9978867286559594,1.0,1.0,0.6666666666666666,1433.3333333333333,2.2682780000000093,10
451,M,0.992003367003367,1.0,0.9,0.75,2311.1111111111113,2.5221320000000182,11
451,M,0.9881706801858892,1.0,0.875,1.0,2685.714285714286,2.576876999999996,12
451,M,0.9940928270042194,0.9833333333333332,1.0,0.6666666666666666,1171.428571428571,3.1468635000000234,13
451,M,0.9567771716323962,0.8,0.8571428571428571,1.0,1633.3333333333333,2.9520826666666835,14
416,L,1.0,0.9333333333333332,0.5,1.0,4333.333333333333,3.4842359999999992,0
416,L,0.980688497061293,0.6833333333333333,0.0,0.0,2733.3333333333335,0.0,1
416,L,0.9239864864864864,0.4166666666666667,0.2727272727272727,0.0,2342.8571428571427,0.0,2
416,L,0.9435789473684212,0.4166666666666667,0.6,0.0,2050.0,0.0,3
416,L,1.0,0.5833333333333334,0.0,0.0,0.0,0.0,4
416,L,1.0,0.65,0.0,0.0,0.0,0.0,5
416,L,1.0,0.5666666666666667,0.0,0.0,0.0,0.0,6
416,L,1.0,0.65,0.0,0.0,0.0,0.0,7
416,L,1.0,0.6833333333333333,1.0,0.0,4000.0,0.0,8
416,L,1.0,0.7666666666666667,1.0,0.0,2280.0,0.0,9
416,L,1.0,0.9833333333333332,0.6666666666666666,1.0,1240.0,3.5196170000000393,10
416,L,1.0,0.9333333333333332,0.7142857142857143,0.5,1533.3333333333333,3.400924000000032,11
416,L,1.0,0.6833333333333333,1.0,0.75,1428.571428571429,3.406711333333343,12
416,L,1.0,0.6333333333333333,0.8,0.75,1288.888888888889,3.3893386666666743,13
416,L,0.9487179487179488,0.7166666666666667,0.8181818181818182,1.0,1940.0,3.631281999999999,14
420,L,1.0,1.0,0.5,1.0,1666.6666666666667,3.1129610000000003,0
420,L,1.0,1.0,0.6666666666666666,0.0,2040.0,0.0,1
420,L,0.968053804119378,1.0,0.4285714285714285,0.0,2080.0,0.0,2
420,L,0.968040370058873,1.0,0.25,0.0,3240.0,0.0,3
420,L,1.0,1.0,0.5,0.0,5050.0,0.0,4
420,L,1.0,1.0,0.6666666666666666,1.0,3800.0,2.2888149999999996,5
420,L,1.0,1.0,1.0,0.0,1500.0,0.0,6
420,L,1.0,1.0,1.0,1.0,1333.3333333333333,2.6194445,7
420,L,1.0,1.0,1.0,1.0,1050.0,2.680146750000013,8
420,L,0.8908554572271387,1.0,1.0,1.0,1100.0,2.786047333333348,9
420,L,0.8519611978068325,0.9333333333333332,1.0,1.0,4000.0,2.876443999999992,10
420,L,0.9612794612794612,0.9333333333333332,0.6666666666666666,0.0,4680.0,0.0,11
420,L,1.0,1.0,0.6,0.0,4150.0,0.0,12
420,L,1.0,1.0,1.0,0.0,2800.0,0.0,13
420,L,1.0,1.0,0.6666666666666666,1.0,3480.0,2.8940079999999853,14
409,H,0.8500207727461571,0.3166666666666666,1.0,1.0,5085.714285714285,2.8546449999999997,0
409,H,0.9007444168734492,0.0,0.8571428571428571,0.0,5033.333333333333,0.0,1
409,H,0.95875,0.0,0.6666666666666666,0.3333333333333333,2955.5555555555557,2.627463000000006,2
409,H,0.9235936188077246,0.0,0.4166666666666667,1.0,3725.0,2.8887553333333407,3
409,H,0.9652864910079464,0.0,0.3333333333333333,0.6666666666666666,3433.3333333333335,3.007662499999995,4
409,H,0.9247491638795988,0.0,0.6666666666666666,0.6666666666666666,2080.0,2.9130969999999934,5
409,H,0.8645351283129996,0.0,1.0,1.0,2120.0,2.888443500000008,6
409,H,0.9403611927761444,0.0,0.7142857142857143,0.6666666666666666,1400.0,2.9685260000000255,7
409,H,1.0,0.0,0.7777777777777778,1.0,1500.0,2.798377500000015,8
409,H,0.9444911690496216,0.0,0.7,0.0,2500.0,0.0,9
409,H,0.8858218318695107,0.4166666666666667,0.5714285714285714,0.3333333333333333,3760.0,2.815836000000047,10
409,H,0.8311036789297659,0.65,1.0,0.5,4640.0,2.815836000000047,11
409,H,0.7932189200502302,0.4833333333333333,0.75,0.0,4571.428571428572,0.0,12
409,H,0.8701134930643127,0.4833333333333333,0.8,0.0,3622.222222222222,0.0,13
409,H,0.830950378469302,0.7333333333333333,0.7272727272727273,1.0,3422.222222222222,2.719543000000044,14
402,L,0.9822859552931252,0.9666666666666668,1.0,0.5,2311.1111111111113,3.435648999999998,0
402,L,0.9376046901172528,0.9666666666666668,1.0,1.0,2175.0,3.1783280000000076,1
402,L,0.9312945119396732,1.0,1.0,0.6666666666666666,2000.0,3.3320255000000074,2
402,L,0.9209751996637242,1.0,1.0,1.0,1466.6666666666667,3.2628706666666716,3
402,L,0.9237217099748531,0.95,1.0,0.0,2700.0,0.0,4
402,L,0.942211055276382,0.95,1.0,0.0,2566.6666666666665,0.0,5
402,L,0.9432534678436316,1.0,1.0,0.0,2350.0,0.0,6
402,L,0.9343645484949832,1.0,0.0,0.0,3800.0,0.0,7
402,L,0.9545644018340976,1.0,-1.0,0.0,0.0,0.0,8
402,L,1.0,1.0,0.0,1.0,0.0,3.208941999999979,9
402,L,1.0,1.0,1.0,1.0,1800.0,3.208941999999979,10
402,L,1.0,1.0,1.0,0.0,3100.0,0.0,11
402,L,1.0,1.0,1.0,0.0,4400.0,0.0,12
402,L,1.0,1.0,1.0,0.0,1000.0,0.0,13
402,L,1.0,1.0,1.0,1.0,2240.0,3.258850999999993,14
433,H,0.8891204668611922,0.95,0.25,0.5,2800.0,2.622591999999998,0
433,H,0.7947103274559194,0.45,0.6,1.0,3200.0,2.6512230000000017,1
433,H,0.809945217024863,0.1833333333333333,0.7777777777777778,1.0,3257.1428571428573,2.8851145,2
433,H,0.911344537815126,0.6833333333333333,0.6666666666666666,1.0,2600.0,2.795300999999995,3
433,H,0.9050021017234132,1.0,0.6666666666666666,0.5,3700.0,2.795300999999995,4
433,H,0.9153394803017604,1.0,0.7777777777777778,0.0,3725.0,0.0,5
433,H,0.9806803863922722,1.0,1.0,0.6666666666666666,2457.1428571428573,2.6385085000000004,6
433,H,0.9216765453005928,0.9166666666666666,0.625,1.0,2566.6666666666665,2.761885249999999,7
433,H,0.7784355179704017,0.5666666666666667,0.6666666666666666,1.0,3600.0,2.8465630000000033,8
433,H,0.8152036959260814,0.4,1.0,0.0,4333.333333333333,0.0,9
433,H,0.8520859671302149,0.5,0.3571428571428571,1.0,3688.8888888888887,2.7622309999999857,10
433,H,0.8601014370245139,0.5,0.3076923076923077,0.0,3250.0,0.0,11
433,H,0.9494310998735778,0.5333333333333333,1.0,1.0,2950.0,3.1400444999999877,12
433,H,0.8803706823925863,0.7833333333333333,1.0,0.75,3228.5714285714284,3.1233273333333123,13
433,H,0.8868243243243243,0.9666666666666668,1.0,1.0,3333.3333333333335,3.1140843333333046,14
423,M,0.9615223755750733,0.7666666666666667,1.0,1.0,2654.5454545454545,3.157217000000003,0
423,M,1.0,0.75,1.0,0.0,3000.0,0.0,1
423,M,1.0,0.9833333333333332,1.0,0.5,2320.0,4.259146000000001,2
423,M,1.0,1.0,0.6666666666666666,0.6666666666666666,3280.0,3.90791500000001,3
423,M,1.0,0.9333333333333332,0.6666666666666666,1.0,2400.0,3.2077605000000062,4
423,M,1.0,0.9,1.0,0.6666666666666666,1166.6666666666667,3.316421500000004,5
423,M,1.0,0.9666666666666668,1.0,1.0,1066.6666666666667,3.4808585000000107,6
423,M,1.0,1.0,0.0,0.5,0.0,2.6696190000000115,7
423,M,1.0,1.0,0.0,0.6666666666666666,0.0,2.5376244999999926,8
423,M,1.0,1.0,0.0,1.0,0.0,1.984466999999995,9
423,M,1.0,1.0,1.0,1.0,3300.0,3.032940999999994,10
423,M,1.0,1.0,1.0,1.0,3000.0,3.032940999999994,11
423,M,1.0,1.0,1.0,0.0,1828.571428571429,0.0,12
423,M,1.0,1.0,1.0,0.0,2340.0,0.0,13
423,M,1.0,1.0,1.0,1.0,3222.222222222222,3.2549170000000345,14
424,H,1.0,1.0,1.0,0.0,3580.0,0.0,0
424,H,0.9783062161034628,1.0,1.0,0.5,1975.0,3.908904999999997,1
424,H,0.9781604367912642,1.0,1.0,1.0,1800.0,4.011573999999996,2
424,H,0.96247892074199,1.0,0.8333333333333334,1.0,2436.3636363636365,4.305098000000001,3
424,H,0.8576228475430492,1.0,0.7272727272727273,0.6666666666666666,2488.8888888888887,4.305098000000001,4
424,H,0.8521156263091747,1.0,0.9,1.0,2755.5555555555557,4.016213500000006,5
424,H,0.9567044976881044,1.0,1.0,1.0,3155.5555555555557,3.678294999999991,6
424,H,0.990340193196136,1.0,1.0,0.8,2571.4285714285716,3.59824549999999,7
424,H,0.9533024821203198,1.0,1.0,1.0,1440.0,3.4572279999999864,8
424,H,0.8915154073448712,1.0,1.0,0.5,1000.0,4.333947999999964,9
424,H,0.8905263157894737,1.0,1.0,1.0,5600.0,3.779054499999973,10
424,H,0.9619246861924686,1.0,1.0,0.0,3533.3333333333335,0.0,11
424,H,1.0,1.0,1.0,0.0,3440.0,0.0,12
424,H,1.0,1.0,1.0,1.0,3066.6666666666665,4.159731500000021,13
424,H,0.929979035639413,1.0,1.0,1.0,2740.0,4.007318333333349,14
418,M,1.0,1.0,1.0,1.0,1500.0,2.9101940000000006,0
418,M,1.0,1.0,1.0,0.0,1400.0,0.0,1
418,M,1.0,1.0,1.0,0.0,1000.0,0.0,2
418,M,1.0,1.0,0.3333333333333333,1.0,2000.0,3.536922000000004,3
418,M,1.0,1.0,0.7777777777777778,0.0,1925.0,0.0,4
418,M,1.0,1.0,0.6666666666666666,0.0,2340.0,0.0,5
418,M,1.0,1.0,0.3333333333333333,1.0,2700.0,3.253154500000008,6
418,M,1.0,1.0,0.6,0.75,2500.0,3.265610333333342,7
418,M,1.0,1.0,0.6666666666666666,1.0,2400.0,3.1173233333333408,8
418,M,1.0,1.0,0.5,0.0,1600.0,0.0,9
418,M,1.0,1.0,0.6666666666666666,0.0,1400.0,0.0,10
418,M,1.0,1.0,1.0,1.0,1680.0,3.2636790000000246,11
418,M,1.0,1.0,1.0,0.5,2166.6666666666665,3.2636790000000246,12
418,M,1.0,1.0,0.8571428571428571,1.0,1866.6666666666667,2.9986285000000237,13
418,M,1.0,1.0,0.8571428571428571,1.0,2066.6666666666665,2.8840600000000336,14
460,H,0.9519431675720852,0.45,1.0,0.0,3000.0,0.0,0
460,H,1.0,0.0,1.0,0.0,2150.0,0.0,1
460,H,1.0,0.0,1.0,1.0,1900.0,4.4214959999999905,2
460,H,1.0,0.0,0.0,1.0,0.0,4.62067549999999,3
460,H,1.0,0.05,1.0,0.5,2000.0,4.81985499999999,4
460,H,1.0,0.35,1.0,1.0,2300.0,4.5493685,5
460,H,1.0,0.8,0.75,1.0,2285.714285714286,5.085189999999997,6
460,H,1.0,1.0,0.6666666666666666,0.3333333333333333,1640.0,5.430993000000001,7
460,H,1.0,1.0,0.6666666666666666,0.75,2440.0,4.672462333333347,8
460,H,1.0,0.9666666666666668,0.75,1.0,3200.0,4.3942600000000125,9
460,H,0.9649641198818066,0.9666666666666668,1.0,0.5,2942.8571428571427,4.090750000000014,10
460,H,0.9650379106992418,1.0,1.0,1.0,2177.777777777778,4.321790000000021,11
460,H,1.0,1.0,0.8,0.0,1733.3333333333333,0.0,12
460,H,1.0,1.0,0.6666666666666666,0.0,1520.0,0.0,13
460,H,0.89489235964542,1.0,1.0,1.0,2700.0,4.915753999999993,14
456,M,0.7374741200828158,1.0,0.8888888888888888,0.0,4975.0,0.0,0
456,M,0.8103161397670549,0.6833333333333333,1.0,0.5,4075.0,3.9028040000000033,1
456,M,0.9318181818181818,0.1833333333333333,1.0,0.6666666666666666,2771.4285714285716,4.0358795,2
456,M,0.8225941422594142,0.45,1.0,0.3333333333333333,2100.0,3.841167000000013,3
456,M,0.8310330405687997,0.9166666666666666,1.0,0.5,2100.0,3.841167000000013,4
456,M,0.9456748850814876,0.7666666666666667,1.0,1.0,2771.4285714285716,3.722293000000008,5
456,M,0.9631953157674612,0.8,1.0,1.0,4100.0,3.722293000000008,6
456,M,1.0,0.85,0.0,0.0,0.0,0.0,7
456,M,0.9757929883138564,0.45,1.0,0.0,6200.0,0.0,8
456,M,0.8103015075376885,0.35,0.8,0.0,3250.0,0.0,9
456,M,0.7606694560669456,0.7333333333333333,0.7142857142857143,0.5,2240.0,4.07145399999996,10
456,M,0.9258793969849246,0.9833333333333332,0.6666666666666666,1.0,2200.0,3.7987483333333216,11
456,M,0.984924623115578,1.0,0.6666666666666666,0.5,1900.0,3.859825999999998,12
456,M,0.9849435382685068,1.0,0.8333333333333334,0.0,1760.0,0.0,13
456,M,1.0,1.0,1.0,1.0,2828.5714285714284,3.6941525000000297,14
423,H,0.9688814129520604,1.0,1.0,1.0,3060.0,2.293471333333335,0
423,H,1.0,1.0,0.7777777777777778,1.0,3475.0,1.983411000000004,1
423,H,1.0,1.0,0.7142857142857143,0.0,3000.0,0.0,2
423,H,0.9698744769874476,1.0,1.0,0.0,1977.7777777777776,0.0,3
423,H,0.969811320754717,1.0,1.0,0.6666666666666666,1755.5555555555557,2.541272500000005,4
423,H,0.8208140998741082,0.5333333333333333,1.0,0.75,3142.8571428571427,2.263371333333339,5
423,H,0.714824120603015,0.0333333333333333,1.0,0.75,3888.8888888888887,2.725114666666675,6
423,H,0.8749477206189878,0.0,1.0,0.3333333333333333,3485.714285714286,3.2113880000000137,7
423,H,0.9364016736401674,0.1833333333333333,1.0,1.0,4100.0,2.3933090000000448,8
423,H,0.9044826141600336,0.6833333333333333,0.0,1.0,0.0,2.6802279999999996,9
423,H,0.8999162479061976,1.0,1.0,1.0,5080.0,2.6622355000000084,10
423,H,0.8786610878661087,0.6833333333333333,1.0,0.6666666666666666,4555.555555555556,2.855094000000008,11
423,H,0.8971884179605539,0.3833333333333333,1.0,1.0,2920.0,2.444953666666644,12
423,H,0.9694688414889168,0.7,1.0,1.0,2000.0,2.109192999999948,13
423,H,1.0,0.9833333333333332,0.6363636363636364,0.0,1911.111111111111,0.0,14
467,M,0.8660826032540676,1.0,0.9090909090909092,0.5,3380.0,2.919362499999999,0
467,M,0.7800500834724541,0.8666666666666667,0.8,0.75,1550.0,2.540497,1
467,M,0.8171189979123173,0.8666666666666667,1.0,0.6666666666666666,1200.0,2.836112,2
467,M,0.890840652446675,0.8166666666666667,1.0,1.0,1300.0,2.8108879999999914,3
467,M,0.8998323554065382,0.8166666666666667,1.0,1.0,1880.0,2.7972460000000012,4
467,M,0.8884696016771488,0.9333333333333332,1.0,1.0,3266.6666666666665,2.7972460000000012,5
467,M,0.8884696016771488,0.9333333333333332,1.0,0.0,4500.0,0.0,6
467,M,1.0,1.0,1.0,0.0,2800.0,0.0,7
467,M,0.9887123745819398,1.0,1.0,0.0,1200.0,0.0,8
467,M,0.9886934673366834,1.0,1.0,0.0,4000.0,0.0,9
467,M,0.918032786885246,1.0,0.6666666666666666,0.5,4000.0,2.9212539999999763,10
467,M,0.9182389937106918,1.0,0.8,1.0,2500.0,2.7407680000000028,11
467,M,1.0,1.0,1.0,1.0,2050.0,2.6996140000000537,12
467,M,1.0,1.0,1.0,1.0,2622.222222222222,2.6996140000000537,13
467,M,1.0,1.0,0.8,1.0,3444.4444444444443,2.6214710000000423,14
402,H,0.9226655697243932,0.3333333333333333,0.8181818181818182,0.6666666666666666,3200.0,3.170100500000001,0
402,H,0.8986514098896609,0.1166666666666666,1.0,0.5,2581.818181818182,3.2647150000000096,1
402,H,0.8839801816680429,0.3666666666666666,1.0,0.5,2450.0,3.5130869999999987,2
402,H,0.8967822816548265,0.5833333333333334,1.0,1.0,3040.0,3.33443166666666,3
402,H,0.8814411395056556,0.8333333333333334,1.0,0.6666666666666666,2933.3333333333335,3.2929214999999914,4
402,H,0.949266247379455,1.0,0.0,0.6666666666666666,0.0,3.441654,5
402,H,0.9262363788767812,0.75,1.0,1.0,3866.6666666666665,3.181016999999997,6
402,H,0.911641541038526,0.4,1.0,0.0,2720.0,0.0,7
402,H,0.9765690376569036,0.5333333333333333,1.0,0.0,2085.714285714286,0.0,8
402,H,0.9685929648241206,0.8833333333333333,0.8333333333333334,0.5,2181.818181818182,2.894408999999996,9
402,H,0.977310924369748,1.0,0.7142857142857143,0.6666666666666666,2100.0,2.58442500000001,10
402,H,0.973927670311186,1.0,0.8333333333333334,0.5,2545.4545454545455,3.731966,11
402,H,0.9740150880134116,0.9833333333333332,1.0,1.0,2400.0,3.483466999999962,12
402,H,0.9648682559598496,0.95,1.0,0.0,3625.0,0.0,13
402,H,0.9647503147293328,0.9,1.0,1.0,4000.0,3.5355769999999893,14
407,L,0.8029935275080906,1.0,0.5714285714285714,0.0,3480.0,0.0,0
407,L,0.943007275666936,1.0,0.625,0.0,2133.3333333333335,0.0,1
407,L,0.9595959595959596,1.0,1.0,0.0,2657.1428571428573,0.0,2
407,L,0.9354057327412192,1.0,1.0,0.0,2766.6666666666665,0.0,3
407,L,0.9757771497779572,1.0,1.0,0.0,2200.0,0.0,4
407,L,1.0,0.9666666666666668,1.0,0.0,1000.0,0.0,5
407,L,0.9018578352180936,0.9166666666666666,1.0,0.0,1450.0,0.0,6
407,L,0.9019370460048426,0.95,1.0,0.0,1600.0,0.0,7
407,L,0.9567152103559872,0.9833333333333332,1.0,0.6666666666666666,2333.3333333333335,1.6931670000000167,8
407,L,0.8666936790923825,0.9833333333333332,0.6666666666666666,0.75,2280.0,1.6567910000000172,9
407,L,0.86084142394822,0.9666666666666668,0.5,1.0,2266.6666666666665,1.5535869999999932,10
407,L,0.9506272764063132,0.9666666666666668,1.0,1.0,1600.0,1.9116434999999967,11
407,L,0.9712783171521036,0.95,1.0,1.0,1533.3333333333333,1.9540816666666576,12
407,L,0.9713594191206132,0.9166666666666666,0.6,1.0,3400.0,2.0389579999999796,13
407,L,0.8890681726502622,0.8833333333333333,0.7142857142857143,1.0,3266.6666666666665,1.626344000000017,14
411,L,0.9783963439966764,1.0,1.0,0.6666666666666666,2171.4285714285716,3.812500500000001,0
411,L,1.0,1.0,1.0,1.0,3360.0,2.92192,1
411,L,1.0,1.0,0.6,1.0,2800.0,2.4648150000000015,2
411,L,0.9949811794228356,1.0,0.5,0.0,2833.3333333333335,0.0,3
411,L,0.9778797996661102,1.0,0.8181818181818182,0.0,2700.0,0.0,4
411,L,0.9765199161425576,1.0,1.0,0.0,2000.0,0.0,5
411,L,0.9936974789915968,1.0,1.0,0.0,600.0,0.0,6
411,L,1.0,1.0,0.75,0.0,800.0,0.0,7
411,L,1.0,1.0,0.8,1.0,800.0,2.903821999999991,8
411,L,1.0,1.0,1.0,1.0,800.0,2.903821999999991,9
411,L,1.0,1.0,0.0,0.0,0.0,0.0,10
411,L,1.0,1.0,0.0,0.0,0.0,0.0,11
411,L,1.0,1.0,0.0,0.0,0.0,0.0,12
411,L,1.0,1.0,1.0,0.5,2950.0,2.5735009999999647,13
411,L,1.0,1.0,1.0,1.0,3571.4285714285716,3.052783000000005,14
461,L,1.0,0.7166666666666667,0.75,1.0,2057.1428571428573,3.5019729999999996,0
461,L,1.0,0.3333333333333333,0.7142857142857143,0.0,1933.3333333333333,0.0,1
461,L,1.0,0.25,1.0,0.0,2966.6666666666665,0.0,2
461,L,1.0,0.5833333333333334,1.0,0.0,3333.3333333333335,0.0,3
461,L,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,4
461,L,1.0,0.6333333333333333,1.0,0.0,4600.0,0.0,5
461,L,1.0,0.55,1.0,0.0,4640.0,0.0,6
461,L,1.0,0.6166666666666667,0.6666666666666666,0.0,3680.0,0.0,7
461,L,1.0,0.7333333333333333,0.0,0.0,2200.0,0.0,8
461,L,1.0,0.7666666666666667,-0.5,1.0,0.0,3.515701999999976,9
461,L,1.0,0.75,0.0,0.6666666666666666,0.0,3.4648415000000057,10
461,L,1.0,0.85,1.0,1.0,1550.0,3.45251650000003,11
461,L,1.0,0.8833333333333333,1.0,0.0,1366.6666666666667,0.0,12
